County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Jackson,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Jefferson,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Jefferson,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic
Jefferson,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Jefferson,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Jefferson,Invertebrate Animal,Mollusc,Plethobasus cyphyus,Sheepnose,G3,S2S3,LE,E,"Large to medium-sized rivers, in riffles and coarse sand/gravel subst; TN & Cumb river systems incl KY Reservoir; W Uplands & Rim.",Aquatic
Jefferson,Invertebrate Animal,Mollusc,Plethobasus cicatricosus,White Wartyback,G1,S1,"LE, XN",E,Presumed to inhabit shoals and riffles in large rivers; Tennessee & Cumberland river systems.  Very rare & poss extirpated in TN.,Aquatic
Jefferson,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,PT,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Jefferson,Invertebrate Animal,Insect,Gomphus consanguis,Cherokee Clubtail,G3,S1,--,"Rare, Not State Listed","Small, spring-fed streams w/sand, gravel & fine detritus substrate in partly shaded to open areas; Ridge & Valley.",Aquatic
Jefferson,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Jefferson,Invertebrate Animal,Mollusc,Alasmidonta raveneliana,Appalachian Elktoe,G1,S1,LE,E,Large creeks/small rivers with stable coarse sand and gravel substrates with cobble & boulders; upper Tennessee River watershed.,Aquatic
Jefferson,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Jefferson,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Johnson,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Johnson,Vascular Plant,Flowering Plant,Sparganium androcladum,Branching Bur-reed,G4G5,S1,--,E,"Slow Flowing Streams And Rivers, Ponds",Aquatic
Johnson,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic
Johnson,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Johnson,Vertebrate Animal,Reptile,Glyptemys muhlenbergii,Bog Turtle,G2G3,S1,SAT,T,"Muck-bottomed bogs, fens, marshy/sedge-tussock meadows, spring seeps, wet pastures, and shrub swamps; Appalachians.",Aquatic
Johnson,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Knox,Invertebrate Animal,Crustacean,Cambarus deweesae,Valley Flame Crayfish,G4,S1,--,E,Primary burrower; open areas with high water tables; northern Ridge & Valley.,Aquatic
Knox,Invertebrate Animal,Mollusc,Theliderma intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
Knox,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
Knox,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic
Knox,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Knox,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Knox,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Knox,Invertebrate Animal,Mollusc,Plethobasus cyphyus,Sheepnose,G3,S2S3,LE,E,"Large to medium-sized rivers, in riffles and coarse sand/gravel subst; TN & Cumb river systems incl KY Reservoir; W Uplands & Rim.",Aquatic
Knox,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic
Knox,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Knox,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,PT,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Knox,Vertebrate Animal,Fish,Noturus flavipinnis,Yellowfin Madtom,G1,S1,"LT,XN",T,Medium size to large creeks and small rivers that are unpolluted & relatively unsilted; upper Tennessee River watershed.,Aquatic
Knox,Vertebrate Animal,Amphibian,Gyrinophilus gulolineatus,Berry Cave Salamander,G1Q,S1,C,T,Aquatic cave obligate; Ridge & Valley; formerly included with G. palleucus.,Aquatic
Knox,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Knox,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Knox,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony's Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
Knox,Vertebrate Animal,Fish,Acipenser fulvescens,Lake Sturgeon,G3G4,S1,--,E,"Bottoms of large, clean rivers and lakes.",Aquatic
Knox,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
Knox,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Knox,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Knox,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Knox,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Lake,Vertebrate Animal,Fish,Atractosteus spatula,Alligator Gar,G3G4,S1,--,D,"Sluggish pools of large rivers, oxbows, swamps, and backwaters; west Tennessee.",Aquatic
Lake,Vertebrate Animal,Fish,Scaphirhynchus albus,Pallid Sturgeon,G2,S1,LE,E,"Large, turbid, free-flowing riverine habitat, in strong current over firm gravel or sandy substrates; Mississippi River main channel.",Aquatic
Lake,Vascular Plant,Flowering Plant,Elodea nuttallii,Nuttall's Waterweed,G5,S2,--,S,Aquatic; Streams And Ponds,Aquatic
Lake,Invertebrate Animal,Mollusc,Lampsilis siliquoidea,Fatmucket,G5,S2,--,"Rare, Not State Listed","Slackwater with mud subst; Wolf R (Miss R trib); west TN; may occur at Reelfoot Lk; also rept Drakes Ck (Cumb R), Sumner Co.",Aquatic
Lake,Vascular Plant,Flowering Plant,Hottonia inflata,Featherfoil,G4,S2,--,S,Wet Sloughs And Ditches,Aquatic
Lake,Vertebrate Animal,Reptile,Nerodia cyclopion,Mississippi Green Watersnake,G5,S2,--,D,"Marshes, swamps, bayous, shallow lakes and ponds, wet prairies, oxbows and floodplain sloughs; far west Tennessee.",Aquatic
Lake,Vertebrate Animal,Fish,Macrhybopsis meeki,Sicklefin Chub,G3,S2,--,D,Main channel of the Mississippi River in swift currents over sand and gravel substrates.,Aquatic
Lake,Vertebrate Animal,Fish,Fundulus chrysotus,Golden Topminnow,G5,S1S2,--,D,"Swamps, backwaters, and pools of ditches and slow-moving creeks; Reelfoot Lake & imm. vicinity.",Aquatic
Lauderdale,Vertebrate Animal,Fish,Atractosteus spatula,Alligator Gar,G3G4,S1,--,D,"Sluggish pools of large rivers, oxbows, swamps, and backwaters; west Tennessee.",Aquatic
Lauderdale,Invertebrate Animal,Mollusc,Villosa vibex,Southern Rainbow,G5,S2,--,"Rare, Not State Listed","Mud or soft sand in small rivers & creeks in areas with moderate current; Conasauga, Hatchie, and Wolf (Miss. R.) river systems.",Aquatic
Lauderdale,Vertebrate Animal,Fish,Hybognathus placitus,Plains Minnow,G4,S1,--,D,Clear to highly turbid rivers and creeks with sandy bottoms; Mississippi River & imm. environs.,Aquatic
Lauderdale,Vascular Plant,Flowering Plant,Hottonia inflata,Featherfoil,G4,S2,--,S,Wet Sloughs And Ditches,Aquatic
Lauderdale,Invertebrate Animal,Mollusc,Obovaria arkansasensis,Southern Hickorynut,GNR,S1,--,"Rare, Not State Listed",Rivers with medium-sized gravel substrates and low-mod current; Wolf & Hatchie rivers; Mississippi River watershed; west Tennessee.,Aquatic
Lauderdale,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Lawrence,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Lawrence,Invertebrate Animal,Crustacean,Barbicambarus simmonsi,Tennessee Bottlebrush Crayfish,G1G2,S1S2,--,T,"Under slabrock in medium-large tributaries of Tennessee River; Shoal Creek watershed, Lawrence County.  Reported from two locations in Tennessee.",Aquatic
Lawrence,Invertebrate Animal,Mollusc,Theliderma cylindrica cylindrica,Rabbitsfoot,G3G4T3,S3,LT,T,Large rivers in sand and gravel; Tennessee & Cumberland systems; big river form of Q. cylindrica.,Aquatic
Lawrence,Vertebrate Animal,Fish,Etheostoma pseudovulatum,Egg-mimic Darter,G1,S1,--,E,"Small to medium sized, gravelly, cool, spring-fed streams; lower Duck River watershed.",Aquatic
Lawrence,Vertebrate Animal,Fish,Etheostoma neopterum,Lollypop Darter,G3,S1S2,--,D,"Small to medium sized, gravelly, cool, spring-fed streams; Shoal Creek watershed.",Aquatic
Lawrence,Vertebrate Animal,Fish,Etheostoma cinereum,Ashy Darter,G2G3,S2S3,--,E,Small to medium upland rivers with bedrock or gravel substrate and boulders.,Aquatic
Lawrence,Vertebrate Animal,Fish,Etheostoma boschungi,Slackwater Darter,G1,S1,LT,T,Gravel-bottomed creeks and small rivers; spawns in seepage water in fields and open woods.,Aquatic
Lawrence,Vertebrate Animal,Fish,Etheostoma aquali,Coppercheek Darter,G2G3,S2S3,--,T,"Primarily in deep riffles, runs, and flowing pools; Duck and Buffalo River watersheds.",Aquatic
Lawrence,Vertebrate Animal,Fish,Erimonax monachus,Spotfin Chub,G2,S2,"LT,XN",T,Clear upland rivers with swift currents & boulder substrates; portions of the Tennessee River watershed.,Aquatic
Lawrence,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Lawrence,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Lawrence,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Lawrence,Invertebrate Animal,Insect,Ophiogomphus acuminatus,Acuminate Snaketail,G3,S2,--,"Rare, Not State Listed","Clear, mostly shaded streams with at least pockets of sandy gravel; Western Highland Rim & Western Uplands.",Aquatic
Lawrence,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
Lewis,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Lewis,Invertebrate Animal,Mollusc,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,E,"Small tributary rivers & streams, in firm rubble, gravel, and sand substrates in shallow riffles and shoals; lower Tenn. River system.",Aquatic
Lewis,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Lewis,Vertebrate Animal,Fish,Etheostoma striatulum,Striated Darter,G1,S1,--,T,Bedrock pools of headwaters and creeks with large slabrock cover; upper Duck River watershed.,Aquatic
Lewis,Vertebrate Animal,Fish,Etheostoma cinereum,Ashy Darter,G2G3,S2S3,--,E,Small to medium upland rivers with bedrock or gravel substrate and boulders.,Aquatic
Lewis,Vertebrate Animal,Fish,Etheostoma aquali,Coppercheek Darter,G2G3,S2S3,--,T,"Primarily in deep riffles, runs, and flowing pools; Duck and Buffalo River watersheds.",Aquatic
Lewis,Vertebrate Animal,Fish,Erimonax monachus,Spotfin Chub,G2,S2,"LT,XN",T,Clear upland rivers with swift currents & boulder substrates; portions of the Tennessee River watershed.,Aquatic
Lewis,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Lewis,Vertebrate Animal,Fish,Percina macrocephala,Longhead Darter,G3,S2,--,T,"Clear, larger upland creeks and small-med rivers, usually in rocky flowing pools upst/dnst rubble riffles; Tenn & Cumb river watersheds.",Aquatic
Lewis,Invertebrate Animal,Insect,Ophiogomphus acuminatus,Acuminate Snaketail,G3,S2,--,"Rare, Not State Listed","Clear, mostly shaded streams with at least pockets of sandy gravel; Western Highland Rim & Western Uplands.",Aquatic
Lewis,Vertebrate Animal,Fish,Noturus fasciatus,Saddled Madtom,G2,S2,--,T,"Rocky riffles, runs, and flowing pools of clear creeks & small rivers; Duck River system and nearby tributaries of the Tennessee River.",Aquatic
Lewis,Vertebrate Animal,Fish,Ammocrypta vivax,Scaly Sand Darter,G5,S2,--,D,Small to medium rivers with sandy substrate; Hatchie & Buffalo rivers.,Aquatic
Lincoln,Invertebrate Animal,Mollusc,Epioblasma brevidens,Cumberlandian Combshell,G1,S1,"LE, XN",E,"Large creeks to large rivers, in coarse sand or mixtures of gravel, cobble, or rocks; Tennessee & Cumberland river systems.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Lithasia lima,Warty Rocksnail,G2Q,S2,--,"Rare, Not State Listed",Rocky substrates in riffle systems; Elk River & larger tributaries (Tennessee River watershed).,Aquatic
Lincoln,Invertebrate Animal,Mollusc,Lemiox rimosus,Birdwing Pearlymussel,G1,S1,"LE, XN",E,Small-medium size rivers in riffle areas with sand and gravel substrates in mod-fast currents; Tennessee River system.,Aquatic
Lincoln,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Lincoln,Invertebrate Animal,Mollusc,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",E,"Medium-sized rivers of mod current, deeply buried in mud, sand, gravel, and cobble substrates; Tennessee & Cumb. river systems.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S2,LE,E,"Lg creeks to mod sized rivers, in riffles/shoals of sand, fine gravel, and cobble substrates with mod current; Tennessee R watershed.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Pleurobema oviforme,Tennessee Clubshell,G2G3,S2S3,--,"Rare, Not State Listed","Small, shallow streams & rivers with good current & coarse gravel/sand substrates; Tennessee & Cumberland river systems.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Obovaria subrotunda,Round Hickorynut,G4,S2S3,PT,"Rare, Not State Listed","Medium-large rivers in sand and gravel subst with moderate flow; TN & Cumb rivers; also Red River in Robertson Co., W Highland Rim.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",E,Riffles of fords and shoals of mod gradient streams in firm cobble and gravel substrates; middle & upper Tennessee River watershed.,Aquatic
Lincoln,Invertebrate Animal,Mollusc,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",E,Shoals and riffles of small-medium sized rivers with mod-fast current over sand-cobble substrates; upper Tennessee River watershed.,Aquatic
Lincoln,Invertebrate Animal,Crustacean,Faxonius cooperi,Flint River Crayfish,G1,S1,--,E,Among leaf litter in medium-sized streams; headwaters of Flint River watershed; Lincoln County.,Aquatic
Lincoln,Vertebrate Animal,Fish,Etheostoma wapiti,Boulder Darter,G1,S1,"LE, XN",E,Fast rocky riffles of small to medium rivers & large creeks; Elk River watershed. Reintro. Shoal Ck watershed.,Aquatic
Lincoln,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Lincoln,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Epioblasma triquetra,Snuffbox,G3,S3,LE,E,"Riffles of medium-large rivers with stony or sandy bottoms, in swift currents, usually deeply buried; Tennessee & Cumb. river systems.",Aquatic
Lincoln,Vertebrate Animal,Fish,Etheostoma boschungi,Slackwater Darter,G1,S1,LT,T,Gravel-bottomed creeks and small rivers; spawns in seepage water in fields and open woods.,Aquatic
Lincoln,Vertebrate Animal,Fish,Etheostoma cinereum,Ashy Darter,G2G3,S2S3,--,E,Small to medium upland rivers with bedrock or gravel substrate and boulders.,Aquatic
Lincoln,Invertebrate Animal,Mollusc,Villosa fabalis,Rayed Bean,G2,S1,LE,E,"Riffles of medium-small rivers & creeks, in gravel & sand substrates associated with Justicia americana; Tennessee River watershed.",Aquatic
Lincoln,Invertebrate Animal,Mollusc,Theliderma cylindrica cylindrica,Rabbitsfoot,G3G4T3,S3,LT,T,Large rivers in sand and gravel; Tennessee & Cumberland systems; big river form of Q. cylindrica.,Aquatic
Lincoln,Invertebrate Animal,Mollusc,Theliderma intermedia,Cumberland Monkeyface,G1,S1,"LE, XN",E,"Shallow riffle and shoal areas of headwater streams and bigger rivers, in coarse sand/gravel substrates; Tennessee River system.",Aquatic
Loudon,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Loudon,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Loudon,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Loudon,Invertebrate Animal,Mollusc,Cyprogenia stegaria,Fanshell,G1,S1,"LE, XN",E,Medium to large streams and rivers with coarse sand and gravel substrates; Cumberland and Tennessee river systems.,Aquatic
Loudon,Invertebrate Animal,Mollusc,Athearnia anthonyi,Anthony's Riversnail,G1,S1,"LE,XN",E,"Larger rivers and downstream stretches of lg creeks, on cobble/boulder substrates adj. riffles; portions of upper TN River basin.",Aquatic
Loudon,Invertebrate Animal,Mollusc,Obovaria retusa,Ring Pink,G1,S1,"LE,XN",E,Large rivers in gravel and sand bars; Tennessee & Cumberland river watersheds; many historic locations currently inundated.,Aquatic
Loudon,Vertebrate Animal,Fish,Percina aurantiaca,Tangerine Darter,G4,S3,--,D,"Large-moderate size headwater tribs to Tennessee River, in clear, fairly deep, rocky pools, usually below riffles.",Aquatic
Loudon,Vertebrate Animal,Fish,Percina tanasi,Snail Darter,G2G3,S2S3,LT,T,"Sand and gravel shoals of moderately flowing, vegetated, large creeks; upper Tennessee River watershed.",Aquatic
Loudon,Invertebrate Animal,Mollusc,Plethobasus cooperianus,Orangefoot Pimpleback,G1,S1,"LE, XN",E,Large rivers in sand-gravel-cobble substrates in riffles and shoals in deep flowing water; Cumberland & Tennessee river systems.,Aquatic
Loudon,Invertebrate Animal,Mollusc,Plethobasus cyphyus,Sheepnose,G3,S2S3,LE,E,"Large to medium-sized rivers, in riffles and coarse sand/gravel subst; TN & Cumb river systems incl KY Reservoir; W Uplands & Rim.",Aquatic
Loudon,Vascular Plant,Flowering Plant,Potamogeton amplifolius,Large-leaf Pondweed,G5,S1,--,T,Lakes And Streams,Aquatic
Loudon,Vascular Plant,Flowering Plant,Potamogeton epihydrus,Nuttall's Pondweed,G5,S1S2,--,S,Lakes And Streams,Aquatic
Loudon,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Loudon,Invertebrate Animal,Mollusc,Io fluvialis,Spiny Riversnail,G1G2,S2,--,"Rare, Not State Listed",Shallow waters of shoals that are rapid to moderate and well-oxygenated; Tennessee River & main tributaries; E Tennessee.,Aquatic
Loudon,Invertebrate Animal,Mollusc,Lampsilis abrupta,Pink Mucket,G1G2,S2,LE,E,"Generally a large river species, preferring sand-gravel or rocky substrates with mod-strong currents; Tennessee & Cumberland river systems.",Aquatic
Macon,Invertebrate Animal,Crustacean,Barbicambarus cornutus,Bottlebrush Crayfish,G4,S2,--,D,"Under slabrock in medium-large tributaries of Barren River watershed; Sumner, Macon, Clay counties.",Aquatic
Macon,Vertebrate Animal,Amphibian,Desmognathus welteri,Black Mountain Salamander,G4,S3,--,D,Spring runs and permanent streams in wooded mountainous terrain; northern Cumberlands.,Aquatic
Macon,Vertebrate Animal,Fish,Percina macrocephala,Longhead Darter,G3,S2,--,T,"Clear, larger upland creeks and small-med rivers, usually in rocky flowing pools upst/dnst rubble riffles; Tenn & Cumb river watersheds.",Aquatic
Macon,Vertebrate Animal,Fish,Percina stictogaster,Frecklebelly Darter,G4G5,S2,--,D,Small rivers & larger creeks; pool areas with mod-sluggish current & aquatic vegetation; Barren River watershed.,Aquatic
Macon,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Macon,Vertebrate Animal,Fish,Etheostoma barbouri,Teardrop Darter,G4G5,S2,--,D,Sandy pools in small to medium streams with slabrock cover; Barren River watershed.,Aquatic
Macon,Vertebrate Animal,Fish,Etheostoma barrenense,Splendid Darter,G4,S3,--,D,Locally abundant in rocky pools and adjacent riffles of small to moderate streams; Barren River watershed.,Aquatic
Macon,Vertebrate Animal,Fish,Etheostoma bellum,Orangefin Darter,G4G5,S3,--,D,Locally abundant in small to medium-sized clear streams over gravel substrate; Barren River watershed.,Aquatic
Macon,Vertebrate Animal,Fish,Thoburnia atripinnis,Blackfin Sucker,G3,S2,--,D,Larger creeks with quiet or gently flowing pools with scattered slabrocks & undercut banks; Barren River watershed.,Aquatic
Macon,Vertebrate Animal,Fish,Etheostoma kantuckeense,Highland Rim Darter,G4,S1,--,"Rare, Not State Listed",Upper Barren River system of the Highland Rim.,Aquatic
Madison,Vertebrate Animal,Fish,Cycleptus elongatus,Blue Sucker,G3G4,S2,--,T,Swift waters over firm substrates in big rivers.,Aquatic
Madison,Vertebrate Animal,Fish,Noturus gladiator,Piebald Madtom,G3,S3,--,D,Large creeks & rivers in moderate-swift currents with clean sand or gravel substrates; Mississippi River tributaries.,Aquatic
Madison,Vertebrate Animal,Fish,Etheostoma cervus,Chickasaw Darter,G2G3,S2S3,--,D,Small streams with slow to moderate current and predominantly sandy substrates; Forked Deer River watershed.,Aquatic
Marion,Invertebrate Animal,Crustacean,Caecidotea nickajackensis,Nickajack Cave Isopod,G1,S1,--,"Rare, Not State Listed",Aquatic cave obligate; Nickajack Cave (historically); probably extirpated by impoundment.,Aquatic
Marion,Invertebrate Animal,Crustacean,Cambarus hamulatus,Prickly Cave Crayfish,G3G4,S3,--,D,Aquatic cave obligate; Sequatchie Valley & southern Cumberlands.,Aquatic
Marion,Vertebrate Animal,Fish,Carpiodes velifer,Highfin Carpsucker,G4G5,S2S3,--,D,"Large rivers, mostly in Tennessee River drainage.",Aquatic
Marion,Vertebrate Animal,Fish,Chrosomus tennesseensis,Tennessee Dace,G3,S3,--,D,First order spring-fed streams of woodlands in Ridge and Valley limestone region; Tennessee River watershed.,Aquatic
Marion,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,--,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Marion,Invertebrate Animal,Mollusc,Margaritifera monodonta,Spectaclecase,G3,S2S3,LE,E,"Medium to large rivers; in substrates from mud and sand to gravel, cobble, and boulders; Cumberland and Tennessee river systems.",Aquatic
Marion,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic
Marion,Invertebrate Animal,Mollusc,Dromus dromas,Dromedary Pearlymussel,G1,S1,"LE, XN",E,"Medium-large rivers with riffles and shoals w/ relatively firm rubble, gravel, and stable substrates; Tennessee & Cumberland systems.",Aquatic
