YEAR,CLASS,SCIENTIFIC NAME,COMMON NAME,GLOBAL RANK,STATE RANK,FEDERAL STATUS,STATE STATUS,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus escambiensis,a crayfish,G2,S2,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus hubbelli,a crayfish,G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus lagniappe,lagniappe crayfish,G2,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus lecontei,Mobile crayfish,G3G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus lewisi,a crayfish,G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus marthae,a crayfish,G3,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus pecki,phantom cave crayfish,G1,S1,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus penni,pearl blackwater crayfish,G3,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus shermani,a crayfish,G4,S3,,,,,,,,,,,
2003,Crayfish and Shrimp,Procambarus viaeviridis,a crayfish,G5,S3S4,,,,,,,,,,,
2003,Crayfish and Shrimp,Dactylocthere arcuata,a cave obligate shrimp,G1G2,S?,,,,,,,,,,,
2003,Crayfish and Shrimp,Dactylocthere steevesi,a cave obligate shrimp,G3G4,S?,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
