YEAR,CLASS,Scientific Name,Common Name,"Global
Rank","State
Rank","Federal
Status","State
Status","SWAP
Status",
2020,Reptiles,Lampropeltis triangulum syspila21,Red Milksnake,G5T5,S2,,,,
2020,Reptiles,Lampropeltis triangulum triangulum20,Eastern Milksnake,G5T5,S2,,,,
2020,Reptiles,Lepidochelys kempii,Kemp’s Ridley Sea Turtle,G1,S1,LE,SP,P1,
2020,Reptiles,Liodytes pygaea,Black Swampsnake,G5,S1,,P2,,
2020,Reptiles,Macrochelys temminckii,Alligator Snapping Turtle,G3G4,S3,UR,SP,,
2020,Reptiles,Malaclemys terrapin pileata,Mississippi Diamond-backed Terrapin,G4T3Q,S2,,SP,P1,
2020,Reptiles,Micrurus fulvius,Harlequin Coralsnake,G5,S3,,SP,P1,
2020,Reptiles,Nerodia clarkii clarkii,Gulf Saltmarsh Watersnake,G4T4,S2,,SP,P2,
2020,Reptiles,Nerodia cyclopion,Mississippi Green Watersnake,G5,S1S2,,,,
2020,Reptiles,Nerodia floridana,Florida Green Watersnake,G5,S1S2,,,,
2020,Reptiles,Nerodia taxispilota,Brown Watersnake,G5,S3,,,,
2020,Reptiles,Ophisaurus attenuatus,Slender Glass Lizard,G5,S3,,SP,P2,
2020,Reptiles,Ophisaurus mimicus,Mimic Glass Lizard,G3,S1,,SP,P1,
2020,Reptiles,Pituophis melanoleucus lodingi,Black Pinesnake,G4T2T3,S2,LT,SP,P1,
2020,Reptiles,Pituophis melanoleucus melanoleucus,Northern Pinesnake,G4T4,S3,,SP,P2,
2020,Reptiles,Pituophis melanoleucus mugitus,Florida Pinesnake,G4T3,S2,UR,SP,P2,
2020,Reptiles,Plestiodon anthracinus,Coal Skink,G5,S3,,SP,P2,
2020,Reptiles,Plestiodon inexpectatus,,G5,S3,,SP,P2,
2020,Reptiles,Pseudemys alabamensis,Alabama Red-bellied Cooter,G1,S1,LE,SP,P1,
2020,Reptiles,Rhadinaea flavilata,Pine Woods Littersnake,G4,S2,,,,
2020,Reptiles,Sternotherus carinatus,Razor-backed Musk Turtle,G5,S1,,P2,,
2020,Reptiles,Sternotherus depressus,Flattened Musk Turtle7,G2,S2,LT,SP27,P2,
2020,Terrestrial Snails,Anguispira alabama,Alabama tigersnail,G2,S2?,,,,
2020,Terrestrial Snails,Anguispira alternata,flamed tigersnail,G5,S1S2,,,,
2020,Terrestrial Snails,Anguispira cumberlandiana,Cumberland tigersnail,G3,S1S2,,,,
2020,Terrestrial Snails,Anguispira jessica,mountain disc,G3G4,S1S2,,,,
2020,Terrestrial Snails,Anguispira mordax,Appalachian tigersnail,G4,SNR,,,,
2020,Terrestrial Snails,Catinella aprica,diurnal ambersnail,G2,S2?,,,,
2020,Terrestrial Snails,Catinella pugilator,weedpatch ambersnail,G1G2,S1,,,,
2020,Terrestrial Snails,Cochlicopa morseana,Appalachian pillar,G5,SNR,,,,
2020,Terrestrial Snails,Columella edentula,toothless column,G5,SNR,,,,
2020,Terrestrial Snails,Columella simplex,high spire column,G5Q,SNR,,,,
2020,Terrestrial Snails,Daedalochila fatigiata,new harmony liptooth,G3,S1?,,,,
2020,Terrestrial Snails,Daedalochila subclausa,Suwannee liptooth,G3,SNR,,,,
2020,Terrestrial Snails,Daedalochila troostiana,Nashville liptooth,G4,SNR,,,,
2020,Terrestrial Snails,Deroceras laeve,meadow slug,G5,SNR,,,,
2020,Terrestrial Snails,Discus bryanti,sawtooth disc,G3,SNR,,,,
2020,Terrestrial Snails,Discus clappi,channelled disc,G1,S1,,,,
2020,Terrestrial Snails,Discus nigrimontanus,black mountain disc,G4,S1?,,,,
2020,Terrestrial Snails,Dryachloa dauca,carrot glass,G2,S1,,,,
2020,Terrestrial Snails,Gastrocopta abbreviata,plains snaggletooth,G4,S1,,,,
2020,Terrestrial Snails,Gastrocopta clappi,bluegrass snaggletooth,G4G5,SNR,,,,
2020,Terrestrial Snails,Gastrocopta pellucida,slim snaggletooth,G5,S1,,,,
2020,Terrestrial Snails,Gastrocopta procera,wing snaggletooth,G5,SNR,,,,
2020,Terrestrial Snails,Gastrocopta riparia,Gulf Coast snaggletooth,G4G5,SNR,,,,
2020,Terrestrial Snails,Gastrocopta rupicola,tapered snaggletooth,G4,SNR,,,,
2020,Terrestrial Snails,Glyphyalinia cumberlandiana,hill glyph,G4,SNR,,,,
2020,Terrestrial Snails,Glyphyalinia latebricola,stone glyph,G1G2,SNR,,,,
2020,Terrestrial Snails,Glyphyalinia pecki,blind glyph7,G1G2,S1S2,,,,
2020,Terrestrial Snails,Glyphyalinia specus,hollow glyph,G4,SNR,,,,
2020,Terrestrial Snails,Helicodiscus aldrichianus,burrowing coil,G3,SNR,,,,
2020,Terrestrial Snails,Helicodiscus barri,raccoon coil,G3G4,SNR,,,,
2020,Terrestrial Snails,Helicodiscus fimbriatus,fringed coil,G4,SNR,,,,
2020,Terrestrial Snails,Helicodiscus hadenoecus,cricket coil,G3,SNR,,,,
2020,Terrestrial Snails,Helicodiscus singleyanus,smooth coil,G5,SX,,,,
2020,Terrestrial Snails,Inflectarius approximans,tight-gapped shagreen,G2,S2?,,,,
2020,Terrestrial Snails,Inflectarius downieanus,dwarf globelet,G3,SNR,,,,
2020,Terrestrial Snails,Inflectarius smithi,Alabama shagreen,G2,S2,,,,
2020,Terrestrial Snails,Linisa texasiana,Texas liptooth,G3G4,SNR,,,,
2020,Terrestrial Snails,Lobosculum pustule,grooved liptooth,G3G4,SNR,,,,
2020,Terrestrial Snails,Mesodon clausus trossulus,a land snail,G5T2T3,S1S2,,,,
2020,Terrestrial Snails,Mesodon normalis,grand globe,G5,SNR,,,,
2020,Terrestrial Snails,Mesodon sanus,squat globelet,G3,SNR,,,,
2020,Terrestrial Snails,Mesodon trossulus,Danby globelet,G1,S1,,,,
2020,Terrestrial Snails,Mesomphix friabilis,brittle button,G5,S1?,,,,
2020,Terrestrial Snails,Mesomphix latior,broad button,G3G4,S2?,,,,
2020,Terrestrial Snails,Paravitrea bidens,gray supercoil,G1,S1,,,,
2020,Terrestrial Snails,Paravitrea conecuhensis,triangular supercoil,G3,SNR,,,,
2020,Terrestrial Snails,Paravitrea multidentata,dentate supercoil,G5,S2?,,,,
2020,Terrestrial Snails,Paravitrea petrophila,Cherokee supercoil,G4,S1,,,,
2020,Terrestrial Snails,Paravitrea pilsbryana,translucent supercoil,G2,S2?,,,,
2020,Terrestrial Snails,Paravitrea tantilla,teasing supercoil,G3,S1?,,,,
2020,Terrestrial Snails,Paravitrea tiara,crowned supercoil,G1G2,S1?,,,,
2020,Terrestrial Snails,Paravitrea toma,sharp supercoil,G1,S1,,,,
2020,Terrestrial Snails,Paravitrea umbilicaris,open supercoil,G2,SNR,,,,
2020,Terrestrial Snails,Paravitrea variabilis,variable supercoil,G2G3,S1?,,,,
2020,Terrestrial Snails,Patera sargentiana,grand bladetooth7,G2,S2,,,,
2020,Terrestrial Snails,Philomycus sellatus,Alabama mantleslug,G2G3,S1?,,,,
2020,Terrestrial Snails,Philomycus togatus,toga mantleslug,G5,S1?,,,,
2020,Terrestrial Snails,Polygyra cereolus,southern flatcoil,G4,SNR,,,,
2020,Terrestrial Snails,Polygyra septemvolva,Florida flatcoil,G5,SNR,,,,
2020,Terrestrial Snails,Praticolella lawae,Appalachian shrubsnail,G3,SNR,,,,
2020,Terrestrial Snails,Praticolella mobiliana,Choctaw shrubsnail,G3,SNR,,,,
2020,Terrestrial Snails,Punctum blandianum,brown spot,G4,SNR,,,,
2020,Terrestrial Snails,Punctum smithi,lamellate spot,G4,SNR,,,,
2020,Terrestrial Snails,Punctum vitreum,glass spot,G5,SNR,,,,
2020,Terrestrial Snails,Pupisoma dioscoricola,yam babybody,G3,SNR,,,,
2020,Terrestrial Snails,Rabdotus mooreanus,prairie rabdotus,G5,SNR,,,,
2020,Terrestrial Snails,Stenotrema brevipila,Talladega slitmouth,G2,SNR,,,,
2020,Terrestrial Snails,Stenotrema calvescens,Chattanooga slitmouth,G3,SNR,,,,
2020,Terrestrial Snails,Stenotrema exodon,Alabama slitmouth,G2,SNR,,,,
2020,Terrestrial Snails,Stenotrema florida,Apalachicola slitmouth,G3,SNR,,,,
2020,Terrestrial Snails,Stenotrema magnafumosum,Appalachian slitmouth,G4,SNR,,,,
2020,Terrestrial Snails,Stenotrema maxillatum,ridge-lip slitmouth,G3,SNR,,,,
2020,Terrestrial Snails,Strobilops hubbardi,flattened pinecone,G3G4,SNR,,,,
2020,Terrestrial Snails,Succinea forsheyi,spotted ambersnail,G4,SNR,,,,
2020,Terrestrial Snails,Succinea greerii,dryland ambersnail,G3,SNR,,,,
2020,Terrestrial Snails,Succinea indiana,xeric ambersnail,G5,SNR,,,,
2020,Terrestrial Snails,Succinea paralia,saltmarsh ambersnail,G2,SNR,,,,
2020,Terrestrial Snails,Succinea unicolor,squatty ambersnail,G3,SNR,,,,
2020,Terrestrial Snails,Succinea urbana,urban ambersnail,G2G3,SNR,,,,
2020,Terrestrial Snails,Triodopsis tennesseensis,budded threetooth,G4,SNR,,,,
2020,Terrestrial Snails,Ventridens acerra,glossy dome,G4,SNR,,,,
2020,Terrestrial Snails,Ventridens cerinoideus,wax dome,G4,SNR,,,,
2020,Terrestrial Snails,Ventridens collisella,sculptured dome,G4,SNR,,,,
2020,Terrestrial Snails,Ventridens lasmodon,hollow dome,G4,SNR,,,,
2020,Terrestrial Snails,Ventridens lawae,rounded dome,G4,SNR,,,,
2020,Terrestrial Snails,Ventridens monodon,blade dome,G2,SNR,,,,
2020,Terrestrial Snails,Vertigo alabamensis,Alabama vertigo,G3,S1S2,,,,
2020,Terrestrial Snails,Vertigo conecuhensis,Conecuh vertigo,G2,S1,,,,
2020,Terrestrial Snails,Vertigo gouldii,variable vertigo,G5,S2S3,,,,
2020,Terrestrial Snails,Vertigo rugosula,Striate vertigo,G4,S1,,,,
2020,Terrestrial Snails,Xolotrema fosteri,bladetooth wedge,G4,SNR,,,,
2020,Terrestrial Snails,Xolotrema obstrictum,sharp wedge,G4,SNR,,,,
2020,Terrestrial Snails,Zonitoides elliottii,green dome,G4,SNR,,,,
2020,Terrestrial Snails,Zonitoides lateumbilicatus,striate gloss,G3G4,SNR,,,,
2020,Worms,Cambarincola sheltensis,a cave obligate worm,G1G2,S1S2,,,,
