YEAR,CLASS,Scientific Name,Common Name,"Global
Rank","State
Rank","Federal
Status","State
Status","SWAP
Status",
2020,Fishes,Notropis cummingsae,dusky shiner,G5,S2,,P1,,
2020,Fishes,Notropis harperi,redeye chub,G4,S3,,,,
2020,Fishes,Notropis hypsilepis,highscale shiner,G3,S2,,P2,,
2020,Fishes,Notropis leuciodus,Tennessee shiner,G5,S1,,,,
2020,Fishes,Notropis maculatus,taillight shiner,G5,S3,,,,
2020,Fishes,Notropis melanostomus,blackmouth shiner,G2,S1,,SP,P2,
2020,Fishes,Notropis micropteryx,highland shiner,G5,S2,,,,
2020,Fishes,Notropis photogenis,silver shiner,G5,S1,,,,
2020,Fishes,Notropis sp. cf. spectrunculus,sawfin shiner,G4,S2,,,,
2020,Fishes,Notropis telescopus,telescope shiner,G5,S3,,,,
2020,Fishes,Notropis uranoscopus,skygazer shiner,G3,S2,,,,
2020,Fishes,Notropis wickliffi,channel shiner,G5,S1,,,,
2020,Fishes,Noturus crypticus,chucky madtom,G1,SX,LE,CNGF,EX,
2020,Fishes,Noturus elegans,elegant madtom,G4,SX,,CNGF,,
2020,Fishes,Noturus eleutherus,mountain madtom,G4,S1,,CNGF,P1,
2020,Fishes,Noturus exilis,slender madtom,G5,S3,,CNGF,,
2020,Fishes,Noturus miurus,brindled madtom,G5,S1,,CNGF,P2,
2020,Fishes,Noturus munitus,frecklebelly madtom,G3,S2,UR,"SP, CNGF",P1,
2020,Fishes,Noturus nocturnus,freckled madtom,G5,S3,,CNGF,,
2020,Fishes,Noturus sp. cf. flavus,highlands stonecat,G5T4Q,S1,,CNGF,P2,
2020,Fishes,Percina aurolineata,goldline darter,G2,S1,LT,SP,P2,
2020,Fishes,Percina austroperca,southern logperch,G3,S2,,,,
2020,Fishes,Percina brevicauda,coal darter7,G2,S2,UR,,P2,
2020,Fishes,Percina burtoni,blotchside logperch,G2G3,S1,,SP,P1,
2020,Fishes,Percina crypta,Halloween darter,G2,S1,UR,SP,P1,
2020,Fishes,Percina evides,gilt darter,G4,S2,,,P2,
2020,Fishes,Percina lenticula,freckled darter,G3,S2S3,,,,
2020,Fishes,Percina palmaris,bronze darter,G4,S3,,,,
2020,Fishes,Percina phoxocephala,slenderhead darter,G5,S2,,SP,P1,
2020,Fishes,Percina shumardi,river darter,G5,S3,,,,
2020,Fishes,Percina sipsi,Bankhead darter7,G1,S1,UR,SP,P1,
2020,Fishes,Percina smithvanizi,muscadine darter,G3,S2,,,,
2020,Fishes,Percina suttkusi,Gulf logperch,G5,S3,,,,
2020,Fishes,Percina tanasi,snail darter,G2G3,S1,LT,SP,P1,
2020,Fishes,Phenacobius mirabilis,suckermouth minnow,G5,S1,,P1,,
2020,Fishes,Phenacobius uranops,stargazing minnow,G4,S1S2,,P2,,
2020,Fishes,Poecilia latipinna,sailfin molly,G5,S2,,,,
2020,Fishes,Polyodon spathula,paddlefish,G4,S3,,"CNGF, SP31",,
2020,Fishes,Pteronotropis euryzonus,broadstripe shiner,G3,S2,,P1,,
2020,Fishes,Pteronotropis grandipinnis,Apalachee shiner,GNR,S2,,,,
2020,Fishes,Pteronotropis merlini,orangetail shiner,GNR,S3,,,,
2020,Fishes,Pteronotropis signipinnis,flagfin shiner,G5,S3,,,,
2020,Fishes,Pteronotropis welaka,bluenose shiner,G3G4,S2,,P2,,
2020,Fishes,Sander sp. cf. vitreus,southern walleye,G3,S1,,GF,P1,
2020,Fishes,Scaphirhynchus platorynchus,shovelnose sturgeon,G4,SX,SAT 29,SP30,EX,
2020,Fishes,Scaphirhynchus suttkusi,Alabama sturgeon,G1,S1,LE,SP,P1,
2020,Fishes,Speoplatyrhinus poulsoni,Alabama cavefish7,G1,S1,LE,SP,P1,
2020,Fishes,Typhlichthys subterraneus,southern cavefish,G4,S3,,SP,,
2020,Freshwater Mussels,Actinonaias ligamentina,mucket,G5,S2,,PSM,P1,
2020,Freshwater Mussels,Actinonaias pectorosa,pheasantshell,G4,SX,,PSM,EX,
2020,Freshwater Mussels,Alasmidonta marginata,elktoe,G4,S1,,PSM,P1,
2020,Freshwater Mussels,Alasmidonta triangulata,southern elktoe,G1Q,S1,UR,PSM,P1,
2020,Freshwater Mussels,Alasmidonta viridis,slippershell mussel,G4G5,S1,,SP,P1,
2020,Freshwater Mussels,Amblema elliottii,Coosa fiveridge,G3,S3,,PSM,,
2020,Freshwater Mussels,Anodonta hartfieldorum,cypress floater,G4,S1,,PSM,,
2020,Freshwater Mussels,Anodonta suborbiculata,flat floater,G5,S3,,PSM,,
2020,Freshwater Mussels,Arcidens confragosus,rock pocketbook,G4,S3,,PSM,,
2020,Freshwater Mussels,Cumberlandia monodonta,spectaclecase,G3,S1,LE,SP,P1,
2020,Freshwater Mussels,Cyprogenia stegaria,fanshell,G1Q,S1,LE,SP,P1,
2020,Freshwater Mussels,Dromus dromas,dromedary pearlymussel,G1,SX,LE-XN37,SP,EX,
2020,Freshwater Mussels,Elliptio arca,Alabama spike,G2G3Q,S2,UR,PSM,P1,
2020,Freshwater Mussels,Elliptio arctata,delicate spike,G2G3Q,S2,UR,PSM,P2,
2020,Freshwater Mussels,Elliptio chipolaensis,Chipola slabshell,G1,S1,LT,SP,P1,
2020,Freshwater Mussels,Elliptio dilatata,spike,G5,S1,,PSM,P1,
2020,Freshwater Mussels,Elliptio fraterna,brother spike,G1,SX,UR,PSM,EX,
2020,Freshwater Mussels,Elliptio fumata,Gulf slabshell,G4,S3,,PSM,,
2020,Freshwater Mussels,Elliptio mcmichaeli,fluted elephantear,G3,S2,,PSM,,
2020,Freshwater Mussels,Elliptio nigella,winged spike38,G1,SX,,PSM,EX,
2020,Freshwater Mussels,Elliptio purpurella,inflated spike,G2,S1,UR,PSM,P1,
2020,Freshwater Mussels,Elliptoideus sloatianus,purple bankclimber,G2,S1,LT,SP,P1,
2020,Freshwater Mussels,Epioblasma  ahlstedti,Duck River dartersnapper,G1,SH,LE39,SP,EX,
2020,Freshwater Mussels,Epioblasma brevidens,Cumberlandian combshell,G1,S1,LE-XN40,SP,P1,
2020,Freshwater Mussels,Epioblasma capsaeformis,oyster mussel,G1,SX,LE-XN38,SP,EXCAU,
2020,Freshwater Mussels,Epioblasma florentina,yellow blossom,G1,SX,LE-XN41,SP,,
2020,Freshwater Mussels,Epioblasma metastriata,upland combshell,GH42,SX,LE,SP,,
2020,Freshwater Mussels,Epioblasma obliquata,catspaw,G1,SX,LE-XN40,SP,EX,
2020,Freshwater Mussels,Epioblasma othcaloogensis,southern acornshell,GHQ41,SX,LE,SP,EXCAU,
2020,Freshwater Mussels,Epioblasma penita,southern combshell,G1,S1,LE,SP,,
2020,Freshwater Mussels,Epioblasma triquetra,snuffbox,G3,S1,LE,PSM,P1,
2020,Freshwater Mussels,Fusconaia burkei,tapered pigtoe,G2G3,S2,LT,SP,P2,
2020,Freshwater Mussels,Fusconaia cor,shiny pigtoe,G1,S1,LE-XN40,SP,P1,
2020,Freshwater Mussels,Fusconaia cuneolus,finerayed pigtoe,G1,S1,LE-XN40,SP,P1,
2020,Freshwater Mussels,Fusconaia escambia,narrow pigtoe,G2,S2,LT,SP,P2,
2020,Freshwater Mussels,Fusconaia subrotunda,longsolid,G3,S1,PT,PSM,P1,
2020,Freshwater Mussels,Glebula rotundata,round pearlshell,G4G5,S2,,PSM,,
2020,Freshwater Mussels,Hamiota altilis44,finelined pocketbook,G2G3,S2,LT,SP,P2,
2020,Freshwater Mussels,Hamiota australis41,southern sandshell,G2G3,S2,LT,SP,P2,
2020,Freshwater Mussels,Hamiota perovalis41,orangenacre mucket,G2,S2,LT,SP,P2,
2020,Freshwater Mussels,Hamiota subangulata41,shinyrayed pocketbook,G2,S1,LE,SP,P1,
2020,Freshwater Mussels,Hemistena lata,cracking pearlymussel,G1,S1,LE-XN39,SP,P1,
2020,Freshwater Mussels,Lampsilis abrupta,pink mucket,G2,S1,LE,SP,P1,
2020,Freshwater Mussels,Lampsilis fasciola,wavyrayed lampmussel,G5,S2,,PSM,,
2020,Freshwater Mussels,Lampsilis floridensis,Florida sandshell,G4,S2,,PSM,,
2020,Freshwater Mussels,Lampsilis ovata,pocketbook,G5,S2,,PSM,,
2020,Freshwater Mussels,Lampsilis virescens,Alabama lampmussel,G1,S1,LE-XN39,SP,P1,
2020,Freshwater Mussels,Lasmigona alabamensis,Alabama heelsplitter,G3,S3,,PSM,,
2020,Freshwater Mussels,Lasmigona complanata,white heelsplitter,G5,S2,,PSM,,
2020,Freshwater Mussels,Lasmigona costata,flutedshell,G5,S2,,PSM,,
2020,Freshwater Mussels,Lasmigona etowaensis,Etowah heelsplitter,G3,S2,,PSM,P2,
2020,Freshwater Mussels,Lasmigona holstonia,Tennessee heelsplitter,G3,S1,UR,PSM,P2,
2020,Freshwater Mussels,Lasmigona subviridis,green floater,G3,SX,UR,PSM,EX,
2020,Freshwater Mussels,Lemiox rimosus,birdwing pearlymussel,G1,SX,LE-XN45,SP,EX,
2020,Freshwater Mussels,Leptodea leptodon,scaleshell,G1G2,SX,LE,SP,EX,
2020,Freshwater Mussels,Ligumia recta,black sandshell,G4G5,S2,,PSM,P2,
2020,Freshwater Mussels,Ligumia subrostrata,Pondmussel,G5,S2,,PSM,,
2020,Freshwater Mussels,Margaritifera marrianae,Alabama pearlshell7,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Medionidus acutissimus,Alabama moccasinshell,G2,S2,LT,SP,P1,
2020,Freshwater Mussels,Medionidus conradicus,Cumberland moccasinshell,G3G4,S1,UR,SP,P1,
2020,Freshwater Mussels,Medionidus parvulus,Coosa moccasinshell,G1Q,SX,LE,SP,EXCAU,
2020,Freshwater Mussels,Medionidus penicillatus,Gulf moccasinshell,G2,S1,LE,SP,P1,
2020,Freshwater Mussels,Obovaria arkansasensis,southern hickorynut,G2,S2,,PSM,P1,
2020,Freshwater Mussels,Obovaria choctawensis,Choctaw bean,G2,S2,LE,SP,P2,
2020,Freshwater Mussels,Obovaria olivaria,hickorynut,G4,SX,,PSM,EX,
2020,Freshwater Mussels,Obovaria retusa,ring pink,G1,SX,LE,SP,EX,
2020,Freshwater Mussels,Obovaria subrotunda,round hickorynut,G4,S2,PT,PSM,P1,
2020,Freshwater Mussels,Obovaria unicolor,Alabama hickorynut,G3,S2,UR,PSM,P2,
2020,Freshwater Mussels,Pegias fabula,littlewing pearlymussel,G1,SX,LE,SP,EX,
2020,Freshwater Mussels,Plethobasus cicatricosus,white wartyback,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Plethobasus cooperianus,orangefoot pimpleback,G1,SX,LE,SP,EX,
2020,Freshwater Mussels,Plethobasus cyphyus,sheepnose,G3,S1,LE,SP,P1,
2020,Freshwater Mussels,Pleurobema athearni,Canoe Creek pigtoe7,G1,S1,PE,PS,P1,
2020,Freshwater Mussels,Pleurobema beadleianum,Mississippi pigtoe,G3,S1,,PSM,P1,
2020,Freshwater Mussels,Pleurobema clava,clubshell,G1G2,SX,LE-XN,SP,EX,
2020,Freshwater Mussels,Pleurobema cordatum,Ohio pigtoe,G4,S2,,PSM,P1,
2020,Freshwater Mussels,Pleurobema curtum,black clubshell,GH41,SX,LE,SP,,
2020,Freshwater Mussels,Pleurobema decisum,southern clubshell,G2,S2,LE,SP,P2,
2020,Freshwater Mussels,Pleurobema georgianum,southern pigtoe,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Pleurobema hanleyianum,Georgia pigtoe,G1,SX,C,SP,P1,
2020,Freshwater Mussels,Pleurobema hartmanianum,Cherokee pigtoe,G1,SX,,PSM,EX,
2020,Freshwater Mussels,Pleurobema oviforme,Tennessee clubshell,G2G3,S1,UR,PSM,P1,
2020,Freshwater Mussels,Pleurobema perovatum,ovate clubshell,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Pleurobema plenum,rough pigtoe,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Pleurobema pyriforme,oval pigtoe,G2,S1,LE,SP,P1,
2020,Freshwater Mussels,Pleurobema rubellum,warrior pigtoe7,G1G2,S1,LE46,SP,P1,
2020,Freshwater Mussels,Pleurobema rubrum,pyramid pigtoe,G2G3,S1,UR,SP,P1,
2020,Freshwater Mussels,Pleurobema sintoxia,round pigtoe,G4G5,S1,,SP,P1,
2020,Freshwater Mussels,Pleurobema stabile,Coosa pigtoe,G1,SX,,PSM,P1,
2020,Freshwater Mussels,Pleurobema strodeanum,fuzzy pigtoe,G2,S2,LT,SP,P2,
2020,Freshwater Mussels,Pleurobema taitianum,heavy pigtoe,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Pleuronaia barnesiana,Tennessee pigtoe,G2G3,S1,UR,PSM,P2,
2020,Freshwater Mussels,Pleuronaia dolabelloides,slabside pearlymussel,G2,S1,LE,SP,P1,
2020,Freshwater Mussels,Potamilus inflatus,inflated Heelsplitter,G1G2Q,S1S2,LT,SP,P2,
2020,Freshwater Mussels,Potamilus ohiensis,pink papershell,G5,S3,,PSM,,
2020,Freshwater Mussels,Ptychobranchus fasciolaris,kidneyshell,G4G5,S2,,PSM,P1,
2020,Freshwater Mussels,Ptychobranchus foremanianus,rayed kidneyshell,G1,S1,LE47,SP,,
2020,Freshwater Mussels,Ptychobranchus greenii,triangular kidneyshell7,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Ptychobranchus jonesi,southern kidneyshell,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Ptychobranchus subtentus,fluted kidneyshell,G2G3,SX,LE,SP,EX,
2020,Freshwater Mussels,Pyganodon cataract,eastern floater,G5,S1,,PSM,,
2020,Freshwater Mussels,Quadrula cylindrica cylindrica,rabbitsfoot,,S1,LT,SP,P1,
2020,Freshwater Mussels,Quadrula infucata,sculptured pigtoe,G3,S1,,PSM,P2,
2020,Freshwater Mussels,Quadrula intermedia,Cumberland monkeyface,G1,SX,LE-XN39,SP,EX,
2020,Freshwater Mussels,Quadrula kieneriana,Coosa orb,G3Q,SX,,PSM,EX,
2020,Freshwater Mussels,Quadrula metanevra,monkeyface,G4,S3,,PSM,P2,
2020,Freshwater Mussels,Quadrula nobilis,Gulf Mapleleaf,G4,S3,,PSM,,
2020,Freshwater Mussels,Quadrula sparsa,Appalachian monkeyface,G1,SX,LE,SP,EX,
2020,Freshwater Mussels,Quadrula stapes,stirrupshell,GH41,SX,LE,SP,,
2020,Freshwater Mussels,Quadrula succissa,purple pigtoe,G3G4,S3,,PSM,,
2020,Freshwater Mussels,rayed creekshell,,G3,S3,,PSM,P2,
2020,Freshwater Mussels,Reginaia rotulata,round ebonyshell,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Strophitus connasaugaensis,Alabama creekmussel,G3,S3,,PSM,P2,
2020,Freshwater Mussels,"Strophitus radiatus
Counties of occurrence:  Barbour, Bullock, Butler, Dallas, Escambia, Fayette, Hale, Henry, Houston, Lamar, Macon, Marion, Monroe, Perry, Pickens, Russell, Sumter, Tuscaloosa, Wilcox",,,,,,,
2020,Freshwater Mussels,Strophitus subvexus,southern creekmussel,G3,S3,,PSM,,
2020,Freshwater Mussels,Strophitus undulatus,creeper,G5,S1,,PSM,P1,
2020,Freshwater Mussels,Strophitus williamsi,flatwoods creekshell,GNR,S2,,PSM,P2,
2020,Freshwater Mussels,Toxolasma corvunculus,southern purple lilliput,G1,S1,,PSM,P1,
2020,Freshwater Mussels,Toxolasma cylindrellus,pale lilliput,G1,S1,LE,SP,P1,
2020,Freshwater Mussels,Toxolasma lividum,purple lilliput,G3Q,S2,UR,PSM,,
2020,Freshwater Mussels,Toxolasma parvum,lilliput,G5,S3,,PSM,,
2020,Freshwater Mussels,Toxolasma paulus,iridescent lilliput,G4G5Q,S2,,PSM,,
2020,Freshwater Mussels,Toxoloasma sp. 1,Gulf lilliput,G2,S2,,PSM,,
2020,Freshwater Mussels,Truncilla donaciformis,fawnsfoot,G5,S3,,PSM,,
2020,Freshwater Mussels,Truncilla truncata,deertoe,G5,S1,,PSM,,
2020,Freshwater Mussels,Uniomerus columbensis,Apalachicola pondhorn,G3,S2,,PSM,,
2020,Freshwater Mussels,Uniomerus declivis,tapered pondhorn,G5Q,S3,,PSM,,
2020,Freshwater Mussels,Utterbackia peggyae,Florida floater,G3,S1,,PSM,P1,
2020,Freshwater Mussels,Villosa iris,rainbow,G5Q,S3,,PSM,,
2020,Freshwater Mussels,Villosa nebulosa,Alabama rainbow,G3,S3,UR,PSM,P2,
2020,Freshwater Mussels,Villosa taeniata,painted creekshell,G4,S2,,PSM,P2,
2020,Freshwater Mussels,Villosa trabalis,Cumberland bean,G1,SX,LE-XN39,SP,EXCAU,
2020,Freshwater Mussels,Villosa umbrans,Coosa creekshell,G2,S2,UR,PSM,P2,
2020,Freshwater Mussels,Villosa vanuxemensis,mountain creekshell,G4,S3,,PSM,,
2020,Freshwater Mussels,Villosa villosa,downy rainbow,G3,S1,,PSM,P1,
2020,Freshwater Snails,Antrorbis breweri,Manitou snail7,G1,S1,UR,,P1,
2020,Freshwater Snails,Athearnia anthonyi,Anthony riversnail,G1,S1,LE-XN48,SP,P1,
2020,Freshwater Snails,Campeloma decampi,slender campeloma7,G1,S1,LE,SP,P1,
2020,Freshwater Snails,Clappia cahabensis,Cahaba pebblesnail7,G1,S1,,,P2,
2020,Freshwater Snails,Elimia acuta,acute elimia,G2,S1,UR,,,
2020,Freshwater Snails,Elimia alabamensis,mud elimia7,G1,S1,,,,
2020,Freshwater Snails,Elimia albanyensis,black-crest elimia,G3Q,SNR,,,,
2020,Freshwater Snails,Elimia ampla,ample elimia7,G1,S1,,,P2,
2020,Freshwater Snails,Elimia annae,rainbow elimia7,G3,S3,,,,
2020,Freshwater Snails,Elimia annettae,lilyshoals elimia7,G1,S1,UR,,P2,
2020,Freshwater Snails,Elimia bellacrenata,princess elimia7,G1Q,S1,UR,,P1,
2020,Freshwater Snails,Elimia bellula,walnut elimia7,G1Q,S1,UR,,,
2020,Freshwater Snails,Elimia boykiniana,flaxen elimia,G2Q,S2,,,P2,
2020,Freshwater Snails,Elimia broccata,brooch elimia7,G1,S1,,,P1,
2020,Freshwater Snails,Elimia bullula,a freshwater snail7,G1G2Q,S1S2,,,,
2020,Freshwater Snails,Elimia caelatura,rippled elimia,G3Q,S3,,,,
2020,Freshwater Snails,Elimia cahawbensis,Cahaba elimia7,G4,S4,,,,
2020,Freshwater Snails,Elimia chiltonensis,prune elimia7,G2,S2,UR,,,
2020,Freshwater Snails,Elimia clara,riffle elimia7,G3,S3,,,,
2020,Freshwater Snails,Elimia clenchi,slackwater elimia,G3Q,S3,,,,
2020,Freshwater Snails,Elimia cochliaris,cockle elimia7,G1,S1,UR,,P1,
2020,Freshwater Snails,Elimia comma,hispid elimia7,G2,S2,,,,
2020,Freshwater Snails,Elimia crenatella,lacey elimia7,G1,S1,LT,SP,P1,
2020,Freshwater Snails,Elimia curvicostata,graphite elimia,G5Q,S3,,,,
2020,Freshwater Snails,Elimia cylindracea,cylinder elimia,G2,S2,UR,,,
2020,Freshwater Snails,Elimia dickinsoni,stately elimia,G5,S3,,,P2,
2020,Freshwater Snails,Elimia exusta,fire elimia7,G2,S2,,,P2,
2020,Freshwater Snails,Elimia fascinans,banded elimia7,G3,S3,,,,
2020,Freshwater Snails,Elimia glarea,gravel elimia7,G3,S3,,,,
2020,Freshwater Snails,Elimia godwini,rusty elimia7,G2G3,S2S3,,,,
2020,Freshwater Snails,Elimia haysiana,silt elimia7,G3,S3,,,SP,
2020,Freshwater Snails,Elimia hydei,gladiator elimia7,G2,S2,,,,
2020,Freshwater Snails,Elimia interveniens,slowwater elimia,G2,S2,,,,
2020,Freshwater Snails,Elimia lachryma,nodulose Coosa River snail7,G1,S1,UR,,P1,
2020,Freshwater Snails,Elimia laqueata,panel elimia,G5,S2,,,,
2020,Freshwater Snails,Elimia lecontiana,rippled elimia,G2G3,SNR,,,,
2020,Freshwater Snails,Elimia melanoides,black mudalia7,G2,S2,,,P2,
2020,Freshwater Snails,Elimia mihalcikae,latticed elimia7,G1,S1,,,,
2020,Freshwater Snails,Elimia nassula,round-rib elimia7,G1Q,S1,UR,,P1,
2020,Freshwater Snails,Elimia olivula,caper elimia7,G1Q,S1,,,P1,
2020,Freshwater Snails,Elimia paupercula,sooty elimia7,G3Q,S3,,,,
2020,Freshwater Snails,Elimia perstriata,engraved elimia7,G1,S1,UR,,P1,
2020,Freshwater Snails,Elimia pybasi,spring elimia7,G2,S2,,,,
2020,Freshwater Snails,Elimia showalteri,compact elimia7,G1Q,S1,,,,
2020,Freshwater Snails,Elimia taitiana,dented elimia7,G3Q,S3,,,,
2020,Freshwater Snails,Elimia teretria,auger elimia7,G1,S1,,,P1,
2020,Freshwater Snails,Elimia ucheensis,creek elimia7,G3,S3,,,,
2020,Freshwater Snails,Elimia vanuxemiana,cobble elimia7,G1,S1,,,P1,
2020,Freshwater Snails,Elimia varians,puzzle elimia7,G1G2Q,S1S2,,,P2,
2020,Freshwater Snails,Elimia variata,squat elimia7,G1Q,S1,,,P2,
2020,Freshwater Snails,Ferrissia mcneili,hood ancylid7,G2G3,S2,,,,
2020,Freshwater Snails,Fontigens nickliniana,watercress snail,G5,S1,,,P1,
2020,Freshwater Snails,Io fluvialis,spiny riversnail,G2,SX,,,EX,
2020,Freshwater Snails,Leptoxis ampla,round rocksnail7,G2,S2,LT,SP,P2,
2020,Freshwater Snails,Leptoxis compacta,oblong rocksnail7,G1,S1,UR,,P1,
2020,Freshwater Snails,Leptoxis formani,interrupted rocksnail,G1,SX,C,SP,EXCAU,
2020,Freshwater Snails,Leptoxis picta,spotted rocksnail7,G1,S1,UR,SP,P2,
2020,Freshwater Snails,Leptoxis plicata,plicate rocksnail7,G1,S1,LE,SP,P1,
2020,Freshwater Snails,Leptoxis taeniata,painted rocksnail7,G1,S1,LT,SP,P2,
2020,Freshwater Snails,Leptoxis virgata,smooth mudalia,G2,SX,,,EX,
2020,Freshwater Snails,Lepyrium showalteri,flat pebblesnail7,G1,S1,LE,SP,P1,
2020,Freshwater Snails,Lioplax cyclostomaformis,cylindrical lioplax,G1,S1,LE,SP,P1,
2020,Freshwater Snails,Lithasia armigera,armored rocksnail,G3G4,S1,,,P2,
2020,Freshwater Snails,Lithasia curta,knobby rocksnail,G1,SX,UR,,EX,
2020,Freshwater Snails,Lithasia geniculata,ornate rocksnail,G3Q,S1,,,,
2020,Freshwater Snails,Lithasia lima,warty rocksnail,G2Q,S1,,,P2,
2020,Freshwater Snails,Lithasia salebrosa,muddy rocksnail,G2G3Q,S1,,,P2,
2020,Freshwater Snails,Lithasia verrucosa,varicose rocksnail,G4Q,S3,,,,
2020,Freshwater Snails,Marstonia angulobasis,angled marstonia7,G1,S1,,P2,,
2020,Freshwater Snails,Marstonia hershleri,Coosa pyrg7,G1,S1,,P2,,
2020,Freshwater Snails,Marstonia pachyta,armored marstonia7,G1,S1,LE,SP,P1,
2020,Freshwater Snails,Marstonia scalariformis,moss pyrg,G1,S1,,SP,P2,
2020,Freshwater Snails,noble hornsnail,,G2,S2,,,,
2020,Freshwater Snails,Pleurocera alveare,rugged hornsnail,G3,S1,,,P2,
2020,Freshwater Snails,Pleurocera annulifera,ringed hornsnail7,G3G4,S3S4,,,,
2020,Freshwater Snails,Pleurocera brumbyi,spiral hornsnail7,G2G3,S2S3,,,,
2020,Freshwater Snails,Pleurocera corpulenta,corpulent hornsnail,G1,S1,UR,,P1,
2020,Freshwater Snails,Pleurocera curta,shortspire hornsnail,G2,S1S2,,,,
2020,Freshwater Snails,Pleurocera foremani,rough hornsnail7,G1,S1,C,SP,P1,
2020,Freshwater Snails,"Pleurocera nobilis
Counties of occurrence:  Jackson",,,,,,,
2020,Freshwater Snails,Pleurocera postelli,broken hornsnail7,G2Q,S2,,,,
2020,Freshwater Snails,Pleurocera prasinata,smooth hornsnail7,G4,S4,,,,
2020,Freshwater Snails,Pleurocera pyrenella,skirted hornsnail7,G2,S2,UR,,P2,
2020,Freshwater Snails,Pleurocera showalteri,upland hornsnail,G2Q,S2,,,,
2020,Freshwater Snails,Pleurocera trochiformis,sulcate hornsnail,G2,S2,,,,
2020,Freshwater Snails,Pleurocera vestita,brook hornsnail,G3,S2,,,,
2020,Freshwater Snails,Pleurocera walkeri,telescope hornsnail,G3,S3,,,,
2020,Freshwater Snails,Pseudotryonia grahamae,Salt Spring hydrobe7,G1,S1,,P1,,
2020,Freshwater Snails,Rhapinema dacryon,teardrop snail,G5,S2,,,,
2020,Freshwater Snails,Rhodacmea cahawbensis,Cahaba ancylid,G1,S1,UR,,P1,
2020,Freshwater Snails,Rhodacmea filosa,wicker ancylid7,G1,S1,,,P1,
2020,Freshwater Snails,Rhodacmea hinkleyi,knobby ancylid,G2G3,SX,,,EX,
2020,Freshwater Snails,Somatogyrus aureus,golden pebblesnail,G1,SH,,,,
2020,Freshwater Snails,Somatogyrus biangulatus,angular pebblesnail7,GHQ,SH,,,,
2020,Freshwater Snails,Somatogyrus constrictus,knotty pebblesnail7,GHQ,SH,,,,
2020,Freshwater Snails,Somatogyrus coosaensis,Coosa pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus crassus,stocky pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus currierianus,Tennessee pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus decipiens,hidden pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus excavatus,ovate pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus georgianus,Cherokee pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus humerosus,atlas pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus nanus,dwarf pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus obtusus,moon pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus pygmaeus,pygmy pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus quadratus,quadrate pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus sargenti,mud pebblesnail7,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus strengi,rolling pebblesnail7,G1,S1,,,,
2020,Freshwater Snails,Somatogyrus substriatus,Choctaw pebblesnail,GH,SH,,,,
2020,Freshwater Snails,Somatogyrus tennesseensis,opaque pebblesnail,G1,S1,,,,
2020,Freshwater Snails,Somatogyrus walkerianus,Gulf Coast pebblesnail,G2G3,S2,,,,
2020,Freshwater Snails,Stiobia nana,sculpin snail7,G1,S1,,,P1,
2020,Freshwater Snails,Tulotoma magnifica,tulotoma snail7,G2,S2,LT,SP,P2,
2020,Freshwater Snails,Valvata bicarinata,two-ridge valvata,G5,S3,,,,
2020,Insects,Allocapnia sano,Sano stonefly7,G1,S1,,,,
2020,Insects,Amblyscirtes alternata,dusky roadside-skipper,G2G3,S2S3,,,,
2020,Insects,Amphinemura alabama,Alabama Forestfly,G3,S2,,,,
2020,Insects,Amphinemura mockfordi,Tennessee forestfly,G2,S1,UR,,,
2020,Insects,Anillinus valentinei,a cave obligate beetle,G3G4,S1,,,,
2020,Insects,Argia plana,springwater dancer,G5,S1,,,,
2020,Insects,Arianops ashei,a beetle7,GNR,S1,,,,
2020,Insects,Arianops barri,a beetle7,GNR,S1,,,,
2020,Insects,Arianops cavernensis,a cave obligate beetle7,GNR,S1,,,,
2020,Insects,Arianops clintoni,a beetle7,GNR,S1,,,,
2020,Insects,Arianops extera,a beetle7,GNR,S1,,,,
2020,Insects,Arianops folkertsi,a beetle7,GNR,S1,,,,
2020,Insects,Arianops kingi,a beetle7,GNR,S1,,,,
2020,Insects,Arianops steevesi,a cave obligate beetle7,GNR,S1,,,,
2020,Insects,Atheta alabama,a beetle,GNR,S1,,,,
