YEAR,CLASS,SCIENTIFIC NAME,COMMON NAME,GLOBAL RANK,STATE RANK,FEDERAL STATUS,STATE STATUS,,
2021,Freshwater Mussels,Elliptio arctata,Delicate Spike,G2G3Q,S2,UR,PSM,,
2021,Freshwater Mussels,Elliptio chipolaensis,Chipola Slabshell,G1,S1,LT,SP,,
2021,Freshwater Mussels,Elliptio dilatata,Spike,G5,S1,,PSM,,
2021,Freshwater Mussels,Elliptio fraterna,Brother Spike,G1G2,SX,UR,PSM,,
2021,Freshwater Mussels,Elliptio fumata,Gulf Slabshell,G4,S3,,PSM,,
2021,Freshwater Mussels,Elliptio lanceolata,Yellow Lance,G2,SNA,,,,
2021,Freshwater Mussels,Elliptio mcmichaeli,Fluted Elephantear,G2G3,S2,,PSM,,
2021,Freshwater Mussels,Elliptio nigella,Winged Spike,G1,SX,,PSM,,
2021,Freshwater Mussels,Elliptio pullata,Gulf Spike,G5,S4,,PSM,,
2021,Freshwater Mussels,Elliptio purpurella,Inflated Spike,G2,S1,UR,PSM,,
2021,Freshwater Mussels,Elliptoideus sloatianus,Purple Bankclimber,G2,S1,LT,SP,,
2021,Freshwater Mussels,Epioblasma ahlstedti,Duck River Dartersnapper,G1,SH,"LE, XN",SP,,
2021,Freshwater Mussels,Epioblasma brevidens,Cumberlandian Combshell,G1,S1,"LE, XN",SP,,
2021,Freshwater Mussels,Epioblasma capsaeformis,Oyster Mussel,G1,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Epioblasma florentina,Yellow Blossom,GX,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Epioblasma metastriata,Upland Combshell,GH,SX,LE,SP,,
2021,Freshwater Mussels,Epioblasma obliquata,Catspaw,G1,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Epioblasma othcaloogensis,Southern Acornshell,GHQ,SX,LE,SP,,
2021,Freshwater Mussels,Epioblasma penita,Southern Combshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Epioblasma torulosa,Tubercled Blossom,GX,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Epioblasma triquetra,Snuffbox,G3,S1,LE,PSM,,
2021,Freshwater Mussels,Fusconaia burkei,Tapered Pigtoe,G2G3,S2,LT,SP,,
2021,Freshwater Mussels,Fusconaia cor,Shiny Pigtoe,G1,S1,"LE, XN",SP,,
2021,Freshwater Mussels,Fusconaia cuneolus,Finerayed Pigtoe,G1,S1,"LE, XN",SP,,
2021,Freshwater Mussels,Fusconaia escambia,Narrow Pigtoe,G1G2,S2,LT,SP,,
2021,Freshwater Mussels,Fusconaia subrotunda,Longsolid,G3,S1,PT,PSM,,
2021,Freshwater Mussels,Glebula rotundata,Round Pearlshell,G4G5,S2,,PSM,,
2021,Freshwater Mussels,Hamiota altilis,Finelined Pocketbook,G2G3,S2,LT,SP,,
2021,Freshwater Mussels,Hamiota australis,Southern Sandshell,G2G3,S2,LT,SP,,
2021,Freshwater Mussels,Hamiota perovalis,Orangenacre Mucket,G2,S2,LT,SP,,
2021,Freshwater Mussels,Hamiota subangulata,Shinyrayed Pocketbook,G2,S1,LE,SP,,
2021,Freshwater Mussels,Hemistena lata,Cracking Pearlymussel,G1,S1,"LE, XN",SP,,
2021,Freshwater Mussels,Lampsilis abrupta,Pink Mucket,G1G2,S1,LE,SP,,
2021,Freshwater Mussels,Lampsilis fasciola,Wavyrayed Lampmussel,G5,S2,,PSM,,
2021,Freshwater Mussels,Lampsilis floridensis,Florida Sandshell,G4,S2,,PSM,,
2021,Freshwater Mussels,Lampsilis ovata,Pocketbook,G5,S2,,PSM,,
2021,Freshwater Mussels,Lampsilis virescens,Alabama Lampmussel,G1,S1,"LE, XN",SP,,
2021,Freshwater Mussels,Lasmigona alabamensis,Alabama Heelsplitter,G3,S3,,PSM,,
2021,Freshwater Mussels,Lasmigona complanata,White Heelsplitter,G5,S2,,PSM,,
2021,Freshwater Mussels,Lasmigona costata,Flutedshell,G5,S2,,PSM,,
2021,Freshwater Mussels,Lasmigona etowaensis,Etowah Heelsplitter,G3,S2,,PSM,,
2021,Freshwater Mussels,Lasmigona holstonia,Tennessee Heelsplitter,G3,S1,UR,PSM,,
2021,Freshwater Mussels,Lasmigona subviridis,Green Floater,G3,SX,UR,PSM,,
2021,Freshwater Mussels,Lemiox rimosus,Birdwing Pearlymussel,G1,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Leptodea leptodon,Scaleshell,G1G2,SX,LE,SP,,
2021,Freshwater Mussels,Ligumia recta,Black Sandshell,G4G5,S2,,PSM,,
2021,Freshwater Mussels,Ligumia subrostrata,Pondmussel,G5,S2,,PSM,,
2021,Freshwater Mussels,Margaritifera marrianae,Alabama Pearlshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Medionidus acutissimus,Alabama Moccasinshell,G2,S2,LT,SP,,
2021,Freshwater Mussels,Medionidus conradicus,Cumberland Moccasinshell,G3G4,S1,UR,SP,,
2021,Freshwater Mussels,Medionidus parvulus,Coosa Moccasinshell,G1Q,SX,LE,SP,,
2021,Freshwater Mussels,Medionidus penicillatus,Gulf Moccasinshell,G2,S1,LE,SP,,
2021,Freshwater Mussels,Obovaria arkansasensis,Southern Hickorynut,GNR,S2,,PSM,,
2021,Freshwater Mussels,Obovaria choctawensis,Choctaw Bean,G2G3,S2,LE,SP,,
2021,Freshwater Mussels,Obovaria olivaria,Hickorynut,G4,SX,,PSM,,
2021,Freshwater Mussels,Obovaria retusa,Ring Pink,G1,SX,LE,SP,,
2021,Freshwater Mussels,Obovaria subrotunda,Round Hickorynut,G4,S2,PT,PSM,,
2021,Freshwater Mussels,Obovaria unicolor,Alabama Hickorynut,G3,S2,UR,PSM,,
2021,Freshwater Mussels,Pegias fabula,Littlewing Pearlymussel,G1,SX,LE,SP,,
2021,Freshwater Mussels,Plethobasus cicatricosus,White Wartyback,G1,S1,LE,SP,,
2021,Freshwater Mussels,Plethobasus cooperianus,Orange-foot Pimpleback,G1,SX,LE,SP,,
2021,Freshwater Mussels,Plethobasus cyphyus,Sheepnose,G3,S1,LE,SP,,
2021,Freshwater Mussels,Pleurobema athearni,Canoe Creek Pigtoe,G1,S1,PE,PSM,,
2021,Freshwater Mussels,Pleurobema beadleianum,Mississippi Pigtoe,G3,S1,,PSM,,
2021,Freshwater Mussels,Pleurobema clava,Clubshell,G1G2,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Pleurobema cordatum,Ohio Pigtoe,G4,S2,,PSM,,
2021,Freshwater Mussels,Pleurobema curtum,Black Clubshell,GH,SX,LE,SP,,
2021,Freshwater Mussels,Pleurobema decisum,Southern Clubshell,G2,S2,LE,SP,,
2021,Freshwater Mussels,Pleurobema georgianum,Southern Pigtoe,G1,S1,LE,SP,,
2021,Freshwater Mussels,Pleurobema hanleyianum,Georgia Pigtoe,G1,SX,C,SP,,
2021,Freshwater Mussels,Pleurobema hartmanianum,Cheorkee Pigtoe,G1,SX,,PSM,,
2021,Freshwater Mussels,Pleurobema marshalli,Flat Pigtoe,GX,SX,LE,SP,,
2021,Freshwater Mussels,Pleurobema oviforme,Tennessee Clubshell,G2G3,S1,UR,PSM,,
2021,Freshwater Mussels,Pleurobema perovatum,Ovate Clubshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Pleurobema plenum,Rough Pigtoe,G1,S1,LE,SP,,
2021,Freshwater Mussels,Pleurobema pyriforme,Oval Pigtoe,G2,S1,LE,SP,,
2021,Freshwater Mussels,Pleurobema rubellum,Warrior Pigtoe,G1,S1,LE,SP,,
2021,Freshwater Mussels,Pleurobema rubrum,Pyramid Pigtoe,G2G3,S1,UR,SP,,
2021,Freshwater Mussels,Pleurobema sintoxia,Round Pigtoe,G4G5,S1,,SP,,
2021,Freshwater Mussels,Pleurobema stabile,Coosa Pigtoe,G1,SX,,PSM,,
2021,Freshwater Mussels,Pleurobema strodeanum,Fuzzy Pigtoe,G2G3,S2,LT,SP,,
2021,Freshwater Mussels,Pleurobema taitianum,Heavy Pigtoe,G1,S1,LE,SP,,
2021,Freshwater Mussels,Pleuronaia barnesiana,Tennessee Pigtoe,G2G3,S1,UR,PSM,,
2021,Freshwater Mussels,Pleuronaia dolabelloides,Slabside Pearlymussel,G2,S1,LE,SP,,
2021,Freshwater Mussels,Potamilus inflatus,Inflated Heelsplitter,G1G2Q,S1S2,LT,SP,,
2021,Freshwater Mussels,Potamilus ohiensis,Pink Papershell,G5,S3,,PSM,,
2021,Freshwater Mussels,Ptychobranchus fasciolaris,Kidneyshell,G4G5,S2,,PSM,,
2021,Freshwater Mussels,Ptychobranchus foremanianus,Rayed Kidneyshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Ptychobranchus greenii,Triangular Kidneyshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Ptychobranchus jonesi,Southern Kidneyshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Ptychobranchus subtentus,Fluted Kidneyshell,G2,SX,LE,SP,,
2021,Freshwater Mussels,Pyganodon cataracta,Eastern Floater,G5,S1,,PSM,,
2021,Freshwater Mussels,Quadrula infucata,Sculptured Pigtoe,G3,S1,,PSM,,
2021,Freshwater Mussels,Quadrula intermedia,Cumberland Monkeyface,G1,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Quadrula kieneriana,Coosa Orb,G3Q,SX,,PSM,,
2021,Freshwater Mussels,Quadrula metanevra,Monkeyface,G4,S3,,PSM,,
2021,Freshwater Mussels,Quadrula nobilis,Gulf Mapleleaf,G4,S3,,PSM,,
2021,Freshwater Mussels,Quadrula sparsa,Appalachian Monkeyface,G1,SX,LE,SP,,
2021,Freshwater Mussels,Quadrula stapes,Stirrupshell,GH,SX,LE,SP,,
2021,Freshwater Mussels,Quadrula succissa,Purple Pigtoe,G3G4,S3,,PSM,,
2021,Freshwater Mussels,Reginaia rotulata,Round Ebonyshell,G1,S1,LE,SP,,
2021,Freshwater Mussels,Strophitus connasaugaensis,Alabama Creekmussel,G3,S3,,PSM,,
2021,Freshwater Mussels,Strophitus radiatus,Rayed Creekshell,G2G3,S3,,PSM,,
2021,Freshwater Mussels,Strophitus subvexus,Southern Creekmussel,G3,S3,,PSM,,
2021,Freshwater Mussels,Strophitus undulatus,Creeper,G5,S1,,PSM,,
2021,Freshwater Mussels,Strophitus williamsi,Flatwoods Creekshell,G2,S2,,PSM,,
2021,Freshwater Mussels,Theliderma cylindrica,Rabbitsfoot,G3G4,S1,LT,SP,,
2021,Freshwater Mussels,Toxolasma corvunculus,Southern Purple Lilliput,G1,S1,,PSM,,
2021,Freshwater Mussels,Toxolasma cylindrellus,Pale Lilliput,G1,S1,LE,SP,,
2021,Freshwater Mussels,Toxolasma lividum,Purple Lilliput,G3,S2,UR,PSM,,
2021,Freshwater Mussels,Toxolasma parvum,Lilliput,G5,S3,,PSM,,
2021,Freshwater Mussels,Toxolasma paulum,Iridescent Lilliput,G4G5Q,S2,,PSM,,
2021,Freshwater Mussels,Toxolasma sp. 1,Gulf Lilliput,G2,S2,,PSM,,
2021,Freshwater Mussels,Truncilla donaciformis,Fawnsfoot,G5,S3,,PSM,,
2021,Freshwater Mussels,Truncilla truncata,Deertoe,G5,S1,,PSM,,
2021,Freshwater Mussels,Uniomerus caroliniana,Florida Pondhorn,G4,SNA,,,,
2021,Freshwater Mussels,Uniomerus columbensis,Apalachicola Pondhorn,G3,S2,,PSM,,
2021,Freshwater Mussels,Utterbackia peggyae,Florida Floater,G3,S1,,PSM,,
2021,Freshwater Mussels,Venustaconcha trabalis,Cumberland Bean,G1,SX,"LE, XN",SP,,
2021,Freshwater Mussels,Villosa iris,Rainbow,G5,S3,,PSM,,
2021,Freshwater Mussels,Villosa nebulosa,Alabama Rainbow,G3,S3,UR,PSM,,
2021,Freshwater Mussels,Villosa taeniata,Painted Creekshell,G4,S2,,PSM,,
2021,Freshwater Mussels,Villosa umbrans,Coosa Creekshell,G1,S2,UR,PSM,,
2021,Freshwater Mussels,Villosa vanuxemensis,Mountain Creekshell,G4,S3,,PSM,,
2021,Freshwater Mussels,Villosa villosa,Downy Rainbow,G3,S1,,PSM,,
2021,Freshwater Snails,Antrorbis breweri,Manitou Cavesnail,G1,S1,UR,,,
2021,Freshwater Snails,Athearnia anthonyi,Anthony Riversnail,G1,S1,"LE,XN",SP,,
2021,Freshwater Snails,Campeloma decampi,Slender Campeloma,G1,S1,LE,SP,,
2021,Freshwater Snails,Clappia cahabensis,Cahaba Pebblesnail,G1,S1,,,,
2021,Freshwater Snails,Elimia acuta,Acute Elimia,G2,S1,UR,,,
2021,Freshwater Snails,Elimia alabamensis,Mud Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia albanyensis,Black-crest Elimia,G3Q,SNR,,,,
2021,Freshwater Snails,Elimia ampla,Ample Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia annae,Rainbow Elimia,G3,S3,,,,
2021,Freshwater Snails,Elimia annettae,Lilyshoals Elimia,G1,S1,UR,,,
2021,Freshwater Snails,Elimia bellacrenata,Princess Elimia,G1Q,S1,UR,,,
2021,Freshwater Snails,Elimia bellula,Walnut Elimia,G1,S1,UR,,,
2021,Freshwater Snails,Elimia boykiniana,Flaxen Elimia,G2Q,S2,,,,
2021,Freshwater Snails,Elimia broccata,Brooch Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia bullula,A Freshwater Snail,G1G2Q,S1S2,,,,
2021,Freshwater Snails,Elimia caelatura,Rippled Elimia,G3Q,S3,,,,
2021,Freshwater Snails,Elimia cahawbensis,Cahaba Elimia,G4,S4,,,,
2021,Freshwater Snails,Elimia chiltonensis,Prune Elimia,G2,S2,UR,,,
2021,Freshwater Snails,Elimia clara,Riffle Elimia,G3,S3,,,,
2021,Freshwater Snails,Elimia clenchi,Slackwater Elimia,G3Q,S3,,,,
2021,Freshwater Snails,Elimia cochliaris,Cockle Elimia,G1,S1,UR,,,
2021,Freshwater Snails,Elimia comma,Hispid Elimia,G2,S2,,,,
2021,Freshwater Snails,Elimia crenatella,Lacey Elimia,G1,S1,LT,SP,,
2021,Freshwater Snails,Elimia curvicostata,Graphite Elimia,G5,S3,,,,
2021,Freshwater Snails,Elimia cylindracea,Cylinder Elimia,G2,S2,UR,,,
2021,Freshwater Snails,Elimia dickinsoni,Stately Elimia,G3G4,S3,,,,
2021,Freshwater Snails,Elimia exusta,Fire Elimia,G2,S2,,,,
2021,Freshwater Snails,Elimia fascinans,Banded Elimia,G3,S3,,,,
2021,Freshwater Snails,Elimia glarea,Gravel Elimia,G3,S3,,,,
2021,Freshwater Snails,Elimia godwini,Rusty Elimia,G2G3,S2S3,,,,
2021,Freshwater Snails,Elimia haysiana,Silt Elimia,G3,S3,,SP,,
2021,Freshwater Snails,Elimia hydei,Gladiator Elimia,G2,S2,,,,
2021,Freshwater Snails,Elimia interveniens,Slowwater Elimia,G2,S2,,,,
2021,Freshwater Snails,Elimia lachryma,Nodulose Coosa River Snail,G1,S1,UR,,,
2021,Freshwater Snails,Elimia laqueata,Panel Elimia,G5,S2,,,,
2021,Freshwater Snails,Elimia lecontiana,Rippled Elimia,G2G3,SNR,,,,
2021,Freshwater Snails,Elimia melanoides,Black Mudalia,G2Q,S2,C,SP,,
2021,Freshwater Snails,Elimia mihalcikae,Latticed Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia nassula,Round-rib Elimia,G1Q,S1,UR,,,
2021,Freshwater Snails,Elimia olivula,Caper Elimia,G1Q,S1,,,,
2021,Freshwater Snails,Elimia paupercula,Sooty Elimia,G3Q,S3,,,,
2021,Freshwater Snails,Elimia perstriata,Engraved Elimia,G1,S1,UR,,,
2021,Freshwater Snails,Elimia pybasi,Spring Elimia,G2,S2,,,,
2021,Freshwater Snails,Elimia showalteri,Compact Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia taitiana,Dented Elimia,G3Q,S3,,,,
2021,Freshwater Snails,Elimia teretria,Auger Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia ucheensis,Creek Elimia,G3,S3,,,,
2021,Freshwater Snails,Elimia vanuxemiana,Cobble Elimia,G1,S1,,,,
2021,Freshwater Snails,Elimia varians,Puzzle Elimia,G1G2Q,S1S2,,,,
2021,Freshwater Snails,Elimia variata,Squat Elimia,G2Q,S2,,,,
2021,Freshwater Snails,Fontigens nickliniana,Watercress Snail,G5,S1,,,,
2021,Freshwater Snails,Io fluvialis,Spiny Riversnail,G1G2,SX,,,,
2021,Freshwater Snails,Leptoxis ampla,Round Rocksnail,G2,S2,LT,SP,,
2021,Freshwater Snails,Leptoxis compacta,Oblong Rocksnail,G1,S1,UR,,,
2021,Freshwater Snails,Leptoxis foremani,Interrupted Rocksnail,G1,SX,LE,SP,,
2021,Freshwater Snails,Leptoxis picta,Spotted Rocksnail,G1,S1,UR,SP,,
2021,Freshwater Snails,Leptoxis plicata,Plicate Rocksnail,G1,S1,LE,SP,,
2021,Freshwater Snails,Leptoxis taeniata,Painted Rocksnail,G1,S1,LT,SP,,
2021,Freshwater Snails,Leptoxis virgata,Smooth Mudalia,G2,SX,,,,
2021,Freshwater Snails,Lepyrium showalteri,Flat Pebblesnail,G1,S1,LE,SP,,
2021,Freshwater Snails,Lioplax cyclostomaformis,Cylindrical Lioplax,G1,S1,LE,SP,,
2021,Freshwater Snails,Lithasia armigera,Armored Rocksnail,G3G4,S1,,,,
2021,Freshwater Snails,Lithasia curta,Knobby Rocksnail,G1,SX,UR,,,
2021,Freshwater Snails,Lithasia geniculata,Ornate Rocksnail,G3Q,S1,,,,
2021,Freshwater Snails,Lithasia lima,Warty Rocksnail,G2Q,S1,,,,
2021,Freshwater Snails,Lithasia salebrosa,Muddy Rocksnail,G2G3Q,S1,,,,
2021,Freshwater Snails,Lithasia verrucosa,Varicose Rocksnail,G4Q,S3,,,,
2021,Freshwater Snails,Marstonia angulobasis,Angled Marstonia,G1,S1,,,,
2021,Freshwater Snails,Marstonia hershleri,Coosa Pyrg,G1,S1,,,,
2021,Freshwater Snails,Marstonia pachyta,Armored Marstonia,G1,S1,LE,SP,,
2021,Freshwater Snails,Marstonia scalariformis,Moss Pyrg,G1,S1,,SP,,
2021,Freshwater Snails,Pleurocera alveare,Rugged Hornsnail,G3,S1,,,,
2021,Freshwater Snails,Pleurocera annulifera,Ringed Hornsnail,G3G4,S3S4,,,,
2021,Freshwater Snails,Pleurocera brumbyi,Spiral Hornsnail,G2G3,S2S3,,,,
2021,Freshwater Snails,Pleurocera corpulenta,Corpulent Hornsnail,G1,S1,UR,,,
2021,Freshwater Snails,Pleurocera curta,Shortspire Hornsnail,G2,S1S2,,,,
2021,Freshwater Snails,Pleurocera foremani,Rough Hornsnail,G1,S1,LE,SP,,
2021,Freshwater Snails,Pleurocera nobilis,Noble Hornsnail,G2,S2,,,,
2021,Freshwater Snails,Pleurocera postelli,Broken Hornsnail,G2Q,S2,,,,
2021,Freshwater Snails,Pleurocera prasinata,Smooth Hornsnail,G4,S4,,,,
2021,Freshwater Snails,Pleurocera pyrenella,Skirted Hornsnail,G2,S2,UR,,,
2021,Freshwater Snails,Pleurocera showalteri,Upland Hornsnail,G2Q,S2,,,,
2021,Freshwater Snails,Pleurocera trochiformis,Sulcate Hornsnail,G2,S2,,,,
2021,Freshwater Snails,Pleurocera vestita,Brook Hornsnail,G3,S2,,,,
2021,Freshwater Snails,Pleurocera walkeri,Telescope Hornsnail,G3,S3,,,,
2021,Freshwater Snails,Pseudotryonia grahamae,Salt Spring Hydrobe,G1,S1,,,,
2021,Freshwater Snails,Rhapinema dacryon,Teardrop Snail,G5,S2,,,,
2021,Freshwater Snails,Rhodacmea cahawbensis,Cahaba Ancylid,GNR,S1,UR,,,
2021,Freshwater Snails,Rhodacmea filosa,Wicker Ancylid,G1,S1,,,,
2021,Freshwater Snails,Rhodacmea hinkleyi,Knobby Ancylid,G2G3,SX,,,,
2021,Freshwater Snails,Somatogyrus aureus,Golden Pebblesnail,G1,SH,,,,
2021,Freshwater Snails,Somatogyrus biangulatus,Angular Pebblesnail,GHQ,SH,,,,
2021,Freshwater Snails,Somatogyrus constrictus,Knotty Pebblesnail,GHQ,SH,,,,
2021,Freshwater Snails,Somatogyrus coosaensis,Coosa Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus crassus,Stocky Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus currierianus,Tennessee Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus decipiens,Hidden Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus excavatus,Ovate Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus georgianus,Cherokee Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus humerosus,Atlas Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus nanus,Dwarf Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus obtusus,Moon Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus pygmaeus,Pygmy Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus quadratus,Quadrate Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus sargenti,Mud Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus strengi,Rolling Pebblesnail,G1,S1,,,,
2021,Freshwater Snails,Somatogyrus substriatus,Choctaw Pebblesnail,GH,SH,,,,
2021,Freshwater Snails,Somatogyrus tennesseensis,Opaque Pebblesnail,G1,S1,,,,
2021,Freshwater Snails,Somatogyrus walkerianus,Gulf Coast Pebblesnail,G2G3,S2,,,,
2021,Freshwater Snails,Stiobia nana,Sculpin Snail,G1,S1,,,,
2021,Freshwater Snails,Tulotoma magnifica,Tulotoma Snail,G2,S2,LT,SP,,
2021,Freshwater Snails,Valvata bicarinata,Two-ridge Valvata,G5,S3,,,,
2021,Terrestrial Snails,Anguispira alabama,Alabama Tigersnail,G2,S2?,,,,
2021,Terrestrial Snails,Anguispira alternata,Flamed Tigersnail,G5,S1S2,,,,
2021,Terrestrial Snails,Anguispira cumberlandiana,Cumberland Tigersnail,G3,S1S2,,,,
2021,Terrestrial Snails,Anguispira jessica,Mountain Disc,G3G4,S1S2,,,,
2021,Terrestrial Snails,Anguispira mordax,Appalachian Tigersnail,G4,SNR,,,,
2021,Terrestrial Snails,Catinella aprica,Diurnal Ambersnail,G2,S2?,,,,
2021,Terrestrial Snails,Catinella pugilator,Weedpatch Ambersnail,G1G2,S1,,,,
2021,Terrestrial Snails,Cochlicopa morseana,Appalachian Pillar,G5,SNR,,,,
2021,Terrestrial Snails,Columella edentula,Toothless Column,G5,SNR,,,,
2021,Terrestrial Snails,Columella simplex,High Spire Column,G5,SNR,,,,
2021,Terrestrial Snails,Daedalochila fatigiata,New Harmony Liptooth,G3,S1?,,,,
2021,Terrestrial Snails,Daedalochila subclausa,Suwannee Liptooth,G3,SNR,,,,
2021,Terrestrial Snails,Daedalochila troostiana,Nashville Liptooth,G4,SNR,,,,
2021,Terrestrial Snails,Deroceras laeve,Meadow Slug,G5,SNR,,,,
2021,Terrestrial Snails,Discus bryanti,Saw-toothed Disc,G3,SNR,,,,
2021,Terrestrial Snails,Discus clappi,Channelled Disc,G1,S1,,,,
2021,Terrestrial Snails,Discus nigrimontanus,Black Mountain Disc,G4,S1?,,,,
2021,Terrestrial Snails,Dryachloa dauca,Carrot Glass,G2,S1,,,,
2021,Terrestrial Snails,Gastrocopta abbreviata,Plains Snaggletooth,G4,S1,,,,
2021,Terrestrial Snails,Gastrocopta clappi,Bluegrass Snaggletooth,G4G5,SNR,,,,
2021,Terrestrial Snails,Gastrocopta pellucida,Slim Snaggletooth,G5,S1,,,,
2021,Terrestrial Snails,Gastrocopta procera,Wing Snaggletooth,G5,SNR,,,,
2021,Terrestrial Snails,Gastrocopta riparia,Gulf Coast Snaggletooth,G4G5,SNR,,,,
2021,Terrestrial Snails,Gastrocopta rupicola,Tapered Snaggletooth,G4,SNR,,,,
2021,Terrestrial Snails,Glyphyalinia cumberlandiana,Hill Glyph,G4,SNR,,,,
2021,Terrestrial Snails,Glyphyalinia latebricola,Stone Glyph,G1G2,SNR,,,,
2021,Terrestrial Snails,Glyphyalinia pecki,Blind Glyph,G1G2,S1S2,,,,
2021,Terrestrial Snails,Glyphyalinia specus,Hollow Glyph,G4,SNR,,,,
2021,Terrestrial Snails,Helicodiscus aldrichianus,Burrowing Coil,G3,SNR,,,,
2021,Terrestrial Snails,Helicodiscus barri,Raccoon Coil,G3G4,SNR,,,,
2021,Terrestrial Snails,Helicodiscus fimbriatus,Fringed Coil,G4,SNR,,,,
2021,Terrestrial Snails,Helicodiscus hadenoecus,Cricket Coil,G3,SNR,,,,
2021,Terrestrial Snails,Helicodiscus singleyanus,Smooth Coil,G5,SX,,,,
2021,Terrestrial Snails,Inflectarius approximans,Tight-gapped Shagreen,G2,S2?,,,,
2021,Terrestrial Snails,Inflectarius downieanus,Dwarf Globelet,G3,SNR,,,,
2021,Terrestrial Snails,Inflectarius smithi,Alabama Shagreen,G2,S2,,,,
2021,Terrestrial Snails,Linisa texasiana,Texas Liptooth,G3G4,SNR,,,,
2021,Terrestrial Snails,Lobosculum pustula,Grooved Liptooth,G3G4,SNR,,,,
2021,Terrestrial Snails,Mesodon clausus trossulus,A Land Snail,G5T2T3,S1S2,,,,
2021,Terrestrial Snails,Mesodon normalis,Grand Globe,G5,SNR,,,,
2021,Terrestrial Snails,Mesodon sanus,Squat Globelet,G3,SNR,,,,
2021,Terrestrial Snails,Mesodon trossulus,Danby Globelet,G1,S1,,,,
2021,Terrestrial Snails,Mesomphix friabilis,Brittle Button,G5,S1?,,,,
2021,Terrestrial Snails,Mesomphix latior,Broad Button,G3G4,S2?,,,,
2021,Terrestrial Snails,Paravitrea bidens,Gray Supercoil,G1,S1,,,,
2021,Terrestrial Snails,Paravitrea conecuhensis,Triangular Supercoil,G3,SNR,,,,
2021,Terrestrial Snails,Paravitrea multidentata,Dentate Supercoil,G5,S2?,,,,
2021,Terrestrial Snails,Paravitrea petrophila,Cherokee Supercoil,G4,S1,,,,
2021,Terrestrial Snails,Paravitrea pilsbryana,Translucent Supercoil,G2,S2?,,,,
2021,Terrestrial Snails,Paravitrea tantilla,Teasing Supercoil,G3,S1?,,,,
2021,Terrestrial Snails,Paravitrea tiara,Crowned Supercoil,G1G2,S1?,,,,
2021,Terrestrial Snails,Paravitrea toma,Sharp Supercoil,G1,S1,,,,
2021,Terrestrial Snails,Paravitrea umbilicaris,Open Supercoil,G3?,SNR,,,,
2021,Terrestrial Snails,Paravitrea variabilis,Variable Supercoil,G2G3,S1?,,,,
2021,Terrestrial Snails,Patera sargentiana,Grand Bladetooth,G2,S2,,,,
2021,Terrestrial Snails,Philomycus sellatus,Alabama Mantleslug,G2G3,S1?,,,,
2021,Terrestrial Snails,Philomycus togatus,Toga Mantleslug,G5,S1?,,,,
2021,Terrestrial Snails,Polygyra cereolus,Southern Flatcoil,G4,SNR,,,,
2021,Terrestrial Snails,Polygyra septemvolva,Florida Flatcoil,G5,SNR,,,,
2021,Terrestrial Snails,Praticolella lawae,Appalachian Shrubsnail,G3,SNR,,,,
2021,Terrestrial Snails,Praticolella mobiliana,Choctaw Shrubsnail,G3,SNR,,,,
2021,Terrestrial Snails,Punctum blandianum,Brown Spot,G4,SNR,,,,
2021,Terrestrial Snails,Punctum smithi,Lamellate Spot,G4,SNR,,,,
2021,Terrestrial Snails,Punctum vitreum,Glass Spot,G5,SNR,,,,
2021,Terrestrial Snails,Pupisoma dioscoricola,Yam Babybody,G3,SNR,,,,
2021,Terrestrial Snails,Rabdotus mooreanus,Prairie Rabdotus,G5,SNR,,,,
