YEAR,CLASS,SCIENTIFIC NAME,COMMON NAME,GLOBAL RANK,STATE RANK,FEDERAL STATUS,STATE STATUS,,
2021,Dicots,Rhus typhina,Staghorn Sumac,G5,S1,,,,
2021,Dicots,Ribes curvatum,Granite Gooseberry,G4,S2,,,,
2021,Dicots,Ribes cynosbati,Prickly Gooseberry,G5,S1S2,,,,
2021,Dicots,Rubus allegheniensis,Allegheny Blackberry,G5,S1,,,,
2021,Dicots,Rudbeckia auriculata,Eared Coneflower,G2,S2,UR,,,
2021,Dicots,Rudbeckia heliopsidis,Sun-facing Coneflower,G2,S2,UR,,,
2021,Dicots,Rudbeckia mollis,Soft-hair Coneflower,G3G5,S1,,,,
2021,Dicots,Rudbeckia nitida,Shiny Coneflower,G3,S1,,,,
2021,Dicots,Rudbeckia triloba var. pinnatiloba,Pinnate-lobed Black-eyed Susan,G5T3,S2S3,,,,
2021,Dicots,Ruellia noctiflora,Night-flowering Wild-petunia,G3?,S1,,,,
2021,Dicots,Sabatia brevifolia,Short-leaved Pink,G3G4,S1,,,,
2021,Dicots,Sabatia capitata,Rose Gentian,G2,S2,,,,
2021,Dicots,Sabatia grandiflora,Large-flowered Pink,G3G4,S1?,,,,
2021,Dicots,Sabatia quadrangula,Four-angled Pink,G4G5,SH,,,,
2021,Dicots,Sageretia minutiflora,Tiny-leaved Buckthorn,G4,S1,,,,
2021,Dicots,Salix floridana,Florida Willow,G2,S1,UR,,,
2021,Dicots,Sarracenia leucophylla,Whitetop Pitcher-plant,G3,S3,,,,
2021,Dicots,Sarracenia oreophila,Green Pitcher Plant,G2,S2,LE,,,
2021,Dicots,Sarracenia alabamensis ssp. alabamensis,Alabama Canebrake Pitcher-plant,G3T1T2,S1S2,LE,,,
2021,Dicots,Sarracenia alabamensis ssp. wherryi,Wherry's Sweet Pitcher- plant,G3T3,S3,UR,,,
2021,Dicots,Schisandra glabra,Bay Starvine,G3,S2,,,,
2021,Dicots,Schwalbea americana,Chaffseed,G2,S1,LE,,,
2021,Dicots,Scutellaria alabamensis,Alabama Skullcap,G2,S2,,,,
2021,Dicots,Scutellaria glabriuscula,Glabrous Skullcap,G2,S1,,,,
2021,Dicots,Sedum nevii,Nevius' Stonecrop,G3,S3,,,,
2021,Dicots,Sideroxylon reclinatum,Buckthorn,G4G5,S1?,,,,
2021,Dicots,Sideroxylon thornei,Swamp Buckthorn,G3,S1,UR,,,
2021,Dicots,Silene caroliniana ssp. wherryi,Wherry's Catchfly,G5T2T4Q,S2,,,,
2021,Dicots,Silene ovata,Ovate Catchfly,G3,S2,,,,
2021,Dicots,Silene regia,Royal Catchfly,G3,S2?,,,,
2021,Dicots,Silene rotundifolia,Roundleaf Catchfly,G4,S1S2,,,,
2021,Dicots,Silphium brachiatum,Cumberland Rosinweed,G3,S2,,,,
2021,Dicots,Silphium glutinosum,Sticky Rosinweed,G2,S2,,,,
2021,Dicots,Silphium mohrii,Mohr's Rosinweed,G3?Q,S1,,,,
2021,Dicots,Silphium perplexum,Old Cahaba Rosinweed,G1,S1,,,,
2021,Dicots,Silphium pinnatifidum,Prairie-dock,G3Q,S2,,,,
2021,Dicots,Solanum pumilum,Horse-nettle,G5T1,S1,,,,
2021,Dicots,Solidago arenicola,"Southern Racemose
Goldenrod",G2G3,S1,UR,,,
2021,Dicots,Solidago buckleyi,Buckley's Goldenrod,G4,S1,,,,
2021,Dicots,Solidago porteri,Porter's Goldenrod,G1,SNR,,,,
2021,Dicots,Spigelia alabamensis,Gentian Pinkroot,G2,S1,,,,
2021,Dicots,Spigelia gentianoides,Gentian Pinkroot,G2,S1,LE,,,
2021,Dicots,Spiraea tomentosa,Hardhack,G5,S1,,,,
2021,Dicots,Stachys alabamica,Alabama Hedge-Nettle,G1,S1,,,,
2021,Dicots,Stachys nelsonii,Nelson's Hedge-Nettle,G1,S1,,,,
2021,Dicots,Stellaria corei,Chickweed,G4,S1,,,,
2021,Dicots,Stellaria fontinalis,Water Stitchwort,G3,S1,UR,,,
2021,Dicots,Stewartia malacodendron,Silky Camellia,G4,S2S3,,,,
2021,Dicots,Stewartia ovata,Mountain Camellia,G4,S2S3,,,,
2021,Dicots,Stillingia aquatica,Water Toothleaf,G4G5,S1,,,,
2021,Dicots,Stylisma aquatica,Water Southern Morning- glory,G4,S2,,,,
2021,Dicots,Stylisma pickeringii var. pickeringii,Pickering's Morning-glory,G4T3,S1,,,,
2021,Dicots,Stylophorum diphyllum,Celandine Poppy,G5,S1,,,,
2021,Dicots,Symphyotrichum georgianum,Georgia Aster,G3,S3,,,,
2021,Dicots,Symphyotrichum kralii,Pale-violet Aster,GNR,SH,,,,
2021,Dicots,Symphyotrichum oolentangiense var. oolentangiense,Sky Blue Aster,G5T5,S1,,,,
2021,Dicots,Symphyotrichum pratense,Barrens Silky Aster,G4?,S1,,,,
2021,Dicots,Symphyotrichum simmondsii,Simmonds' Aster,G4G5,S1,,,,
2021,Dicots,Synandra hispidula,Guyandotte Beauty,G4,S1,,,,
2021,Dicots,Talinum teretifolium,Quill Fame-flower,G4,S1,,,,
2021,Dicots,Tephrosia mohrii,Pineland Hoary-pea,G3,S1?,,,,
2021,Dicots,Thalictrum debile,Southern Meadowrue,G2,S2,UR,,,
2021,Dicots,Thalictrum mirabile,Little Mountain Meadowrue,G4?Q,S2,,,,
2021,Dicots,Thelesperma filifolium,Stiff Greenthread,G4G5,S1,,,,
2021,Dicots,Thermopsis mollis,Soft-haired Thermopsis,G3G4,S1,,,,
2021,Dicots,Triosteum angustifolium,Yellowleaf Tinker's-weed,G5,S1,,,,
2021,Dicots,Utricularia floridana,Florida Bladderwort,G3G5,S1S2,,,,
2021,Dicots,Utricularia inflata,Swollen Bladderwort,G5,S1S2,,,,
2021,Dicots,Utricularia olivacea,Dwarf Bladderwort,G4,S1,,,,
2021,Dicots,Utricularia resupinata,Northeastern Bladderwort,G4,S1S2,,,,
2021,Dicots,Valeriana pauciflora,Valerian,G4,S1,,,,
2021,Dicots,Verbesina walteri,Carolina Crownbeard,G4,S1,,,,
2021,Dicots,Veronicastrum virginicum,Culver's Root,G4,S1,,,,
2021,Dicots,Viburnum ashei,Ashe's Arrow Wood,GNR,S1,,,,
2021,Dicots,Viburnum bracteatum,Limerock Arrowwood,G1G2,S1,,,,
2021,Dicots,Viburnum obovatum,Small-leaf Viburnum,G5,S1,,,,
2021,Dicots,Viburnum rafinesquianum,Downy Arrowwood,G5,S1,,,,
2021,Dicots,Viola canadensis,Canada Violet,G5,S2,,,,
2021,Dicots,Viola egglestonii,Eggleston's Violet,G4,S1,,,,
2021,Dicots,Vitis mustangensis,Mustang Grape,G4G5,S1,,,,
2021,Dicots,Waldsteinia lobata,Piedmont Barren Strawberry,G3,S1,UR,,,
2021,Dicots,Warea sessilifolia,Sessile-leaved Warea,G2G4,S1,,,,
2021,Dicots,Zanthoxylum americanum,Northern Prickley Ash,G5,S1,,,,
2021,Conifers,Juniperus communis,Ground Juniper,G5,S1,,,,
2021,Conifers,Pinus clausa,Sand Pine,G4,S2,,,,
2021,Conifers,Pinus serotina,Pond Pine,G5,S1,,,,
